gene	status
SPATA45	LOW_EXPRESSION
FLVCR1-DT	TESTED
ANGEL2	TESTED
LINC00538	LOW_EXPRESSION
AC011700.1	LOW_EXPRESSION
PTPN14	TESTED
USH2A	LOW_EXPRESSION
ESRRG	LOW_EXPRESSION
GPATCH2	TESTED
LYPLAL1-DT	LOW_EXPRESSION
AL513283.1	LOW_EXPRESSION
ZC3H11B	LOW_EXPRESSION
SLC30A10	LOW_EXPRESSION
EPRS	TESTED
BPNT1	TESTED
RAB3GAP2	TESTED
HLX-AS1	LOW_EXPRESSION
DUSP10	TESTED
LINC02257	LOW_EXPRESSION
LINC01705	LOW_EXPRESSION
HHIPL2	LOW_EXPRESSION
TAF1A	TESTED
AL592148.3	LOW_EXPRESSION
AIDA	TESTED
TLR5	LOW_EXPRESSION
SUSD4	LOW_EXPRESSION
CAPN8	TESTED
TP53BP2	TESTED
NVL	TESTED
WDR26	TESTED
LBR	TESTED
ENAH	TESTED
AL591895.1	TESTED
TMEM63A	TESTED
LEFTY1	TESTED
PYCR2	LOW_EXPRESSION
LEFTY2	LOW_EXPRESSION
SDE2	TESTED
AL512343.2	LOW_EXPRESSION
ACBD3	TESTED
LIN9	TESTED
PARP1	TESTED
ITPKB	TESTED
CDC42BPA	TESTED
JMJD4	TESTED
WNT9A	LOW_EXPRESSION
AL136379.1	LOW_EXPRESSION
C1orf35	TESTED
MRPL55	TESTED
IBA57-DT	LOW_EXPRESSION
OBSCN-AS1	LOW_EXPRESSION
AL353593.1	LOW_EXPRESSION
AL670729.3	LOW_EXPRESSION
TRIM11	TESTED
TRIM17	LOW_EXPRESSION
HIST3H2A	TESTED
CCSAP	TESTED
ACTA1	LOW_EXPRESSION
NUP133	TESTED
ABCB10	TESTED
TAF5L	TESTED
AL136988.2	LOW_EXPRESSION
AL136988.1	LOW_EXPRESSION
PGBD5	LOW_EXPRESSION
AGT	TESTED
C1orf198	TESTED
TTC13	TESTED
FAM89A	TESTED
C1orf131	TESTED
EXOC8	TESTED
EGLN1	TESTED
AL445524.1	TESTED
LINC00582	LOW_EXPRESSION
SIPA1L2	TESTED
PCNX2	TESTED
AL355472.1	TESTED
TARBP1	TESTED
LINC01354	LOW_EXPRESSION
IRF2BP2	TESTED
AL160408.3	LOW_EXPRESSION
AL391832.2	LOW_EXPRESSION
AL391832.3	LOW_EXPRESSION
LINC01348	LOW_EXPRESSION
AL732292.2	LOW_EXPRESSION
TOMM20	TESTED
RBM34	LOW_EXPRESSION
ARID4B	TESTED
AL357556.4	LOW_EXPRESSION
B3GALNT2	TESTED
GNG4	TESTED
LYST	TESTED
NID1	TESTED
ERO1B	TESTED
LGALS8-AS1	LOW_EXPRESSION
AL359921.2	LOW_EXPRESSION
AL359921.1	LOW_EXPRESSION
HEATR1	TESTED
MT1HL1	LOW_EXPRESSION
MTRNR2L11	LOW_EXPRESSION
LINC01139	LOW_EXPRESSION
CHRM3-AS2	LOW_EXPRESSION
GREM2	LOW_EXPRESSION
RGS7	LOW_EXPRESSION
FH	TESTED
OPN3	LOW_EXPRESSION
CHML	TESTED
MAP1LC3C	LOW_EXPRESSION
CEP170	TESTED
AKT3	LOW_EXPRESSION
AL590483.1	LOW_EXPRESSION
AL645465.1	LOW_EXPRESSION
ADSS	TESTED
AL451007.3	LOW_EXPRESSION
HNRNPU	TESTED
AL356512.1	LOW_EXPRESSION
SMYD3	TESTED
TFB2M	TESTED
AHCTF1	TESTED
ZNF670	LOW_EXPRESSION
ZNF669	TESTED
C1orf229	LOW_EXPRESSION
ZNF124	LOW_EXPRESSION
AL390728.6	TESTED
AL390728.5	LOW_EXPRESSION
ZNF496	TESTED
OR2B11	LOW_EXPRESSION
OR14A16	LOW_EXPRESSION
OR2T10	LOW_EXPRESSION
OR2T11	LOW_EXPRESSION
LYPD8	TESTED
SH3BP5L	TESTED
ZNF692	TESTED
AL669831.5	LOW_EXPRESSION
FAM87B	LOW_EXPRESSION
SAMD11	LOW_EXPRESSION
KLHL17	TESTED
PLEKHN1	TESTED
ISG15	TESTED
AGRN	TESTED
LINC01342	LOW_EXPRESSION
AL390719.2	TESTED
TTLL10	LOW_EXPRESSION
B3GALT6	TESTED
SCNN1D	LOW_EXPRESSION
PUSL1	TESTED
CPTP	TESTED
TAS1R3	LOW_EXPRESSION
AL391244.3	LOW_EXPRESSION
VWA1	TESTED
ATAD3C	TESTED
ATAD3B	TESTED
ATAD3A	TESTED
AL645728.1	TESTED
MIB2	TESTED
MMP23B	LOW_EXPRESSION
FO704657.1	LOW_EXPRESSION
AL109917.1	LOW_EXPRESSION
CALML6	LOW_EXPRESSION
GABRD	LOW_EXPRESSION
PRKCZ	TESTED
SKI	TESTED
RER1	TESTED
PLCH2	TESTED
AL139246.5	TESTED
TNFRSF14	LOW_EXPRESSION
AL139246.3	LOW_EXPRESSION
FAM213B	TESTED
PRDM16	LOW_EXPRESSION
ARHGEF16	TESTED
AL512413.1	LOW_EXPRESSION
TPRG1L	TESTED
TP73	LOW_EXPRESSION
SMIM1	TESTED
AL365330.1	LOW_EXPRESSION
DFFB	TESTED
LINC01134	LOW_EXPRESSION
LINC01346	LOW_EXPRESSION
AJAP1	LOW_EXPRESSION
KCNAB2	TESTED
RNF207	TESTED
LINC00337	LOW_EXPRESSION
AL031848.2	TESTED
ESPN	LOW_EXPRESSION
TAS1R1	LOW_EXPRESSION
ZBTB48	TESTED
PHF13	TESTED
THAP3	LOW_EXPRESSION
CAMTA1	TESTED
VAMP3	TESTED
PER3	TESTED
PARK7	TESTED
AL034417.4	LOW_EXPRESSION
AL034417.2	LOW_EXPRESSION
SLC45A1	LOW_EXPRESSION
AL096855.1	LOW_EXPRESSION
ENO1-AS1	LOW_EXPRESSION
CA6	LOW_EXPRESSION
H6PD	TESTED
SPSB1	TESTED
SLC25A33	TESTED
TMEM201	TESTED
PIK3CD	LOW_EXPRESSION
NMNAT1	LOW_EXPRESSION
RBP7	LOW_EXPRESSION
UBE4B	TESTED
KIF1B	TESTED
AL139424.2	LOW_EXPRESSION
PGD	TESTED
CENPS-CORT	LOW_EXPRESSION
CENPS	LOW_EXPRESSION
CORT	LOW_EXPRESSION
AL354956.1	LOW_EXPRESSION
PEX14	TESTED
AL139423.1	LOW_EXPRESSION
TARDBP	LOW_EXPRESSION
AL109811.1	LOW_EXPRESSION
AL109811.2	LOW_EXPRESSION
ANGPTL7	LOW_EXPRESSION
UBIAD1	LOW_EXPRESSION
DISP3	LOW_EXPRESSION
LINC01647	LOW_EXPRESSION
AL031731.1	LOW_EXPRESSION
FBXO44	LOW_EXPRESSION
FBXO6	TESTED
DRAXIN	LOW_EXPRESSION
AGTRAP	LOW_EXPRESSION
C1orf167	LOW_EXPRESSION
CLCN6	LOW_EXPRESSION
NPPA-AS1	LOW_EXPRESSION
PLOD1	TESTED
MFN2	TESTED
MIIP	TESTED
TNFRSF8	LOW_EXPRESSION
TNFRSF1B	TESTED
VPS13D	TESTED
PDPN	LOW_EXPRESSION
PRDM2	TESTED
KAZN	LOW_EXPRESSION
TMEM51	TESTED
FHAD1	LOW_EXPRESSION
EFHD2	TESTED
CTRC	LOW_EXPRESSION
DNAJC16	LOW_EXPRESSION
DDI2	TESTED
PLEKHM2	TESTED
SLC25A34	LOW_EXPRESSION
TMEM82	LOW_EXPRESSION
FBLIM1	TESTED
SPEN	TESTED
SRARP	LOW_EXPRESSION
CLCNKA	LOW_EXPRESSION
AL451042.2	LOW_EXPRESSION
AL451042.1	LOW_EXPRESSION
SZRD1	TESTED
NECAP2	TESTED
LINC01772	LOW_EXPRESSION
AL137802.2	LOW_EXPRESSION
CROCC	TESTED
PADI1	LOW_EXPRESSION
PADI3	TESTED
PADI4	LOW_EXPRESSION
AC004824.1	LOW_EXPRESSION
ARHGEF10L	TESTED
ACTL8	LOW_EXPRESSION
IGSF21	LOW_EXPRESSION
KLHDC7A	LOW_EXPRESSION
PAX7	LOW_EXPRESSION
AL035413.1	LOW_EXPRESSION
MRTO4	TESTED
PQLC2	TESTED
MINOS1	LOW_EXPRESSION
NBL1	TESTED
MINOS1-NBL1	LOW_EXPRESSION
AL391883.1	LOW_EXPRESSION
OTUD3	TESTED
PLA2G5	LOW_EXPRESSION
PLA2G2F	LOW_EXPRESSION
Z98257.1	LOW_EXPRESSION
UBXN10	TESTED
VWA5B1	LOW_EXPRESSION
FAM43B	LOW_EXPRESSION
CDA	TESTED
PINK1	TESTED
AL663074.1	LOW_EXPRESSION
AL031728.1	LOW_EXPRESSION
NBPF3	LOW_EXPRESSION
ALPL	LOW_EXPRESSION
LDLRAD2	LOW_EXPRESSION
CELA3B	LOW_EXPRESSION
CELA3A	LOW_EXPRESSION
CDC42	TESTED
AL031281.2	LOW_EXPRESSION
ZBTB40	TESTED
C1QA	LOW_EXPRESSION
C1QC	LOW_EXPRESSION
C1QB	LOW_EXPRESSION
EPHB2	TESTED
KDM1A	TESTED
AL109936.6	LOW_EXPRESSION
ZNF436-AS1	LOW_EXPRESSION
MDS2	LOW_EXPRESSION
RPL11	TESTED
ELOA	TESTED
PITHD1	TESTED
LYPLA2	TESTED
PNRC2	TESTED
AL591178.1	LOW_EXPRESSION
AL590683.1	LOW_EXPRESSION
GRHL3	LOW_EXPRESSION
NIPAL3	TESTED
RCAN3	TESTED
NCMAP	LOW_EXPRESSION
SRRM1	TESTED
CLIC4	TESTED
AL031432.1	LOW_EXPRESSION
AL031432.5	LOW_EXPRESSION
AL031432.3	LOW_EXPRESSION
RHD	LOW_EXPRESSION
TMEM50A	TESTED
MACO1	TESTED
LDLRAP1	TESTED
AL606491.1	LOW_EXPRESSION
MAN1C1	LOW_EXPRESSION
SELENON	LOW_EXPRESSION
MTFR1L	TESTED
AL033528.2	LOW_EXPRESSION
PDIK1L	TESTED
FAM110D	LOW_EXPRESSION
ZNF593	TESTED
CNKSR1	TESTED
CATSPER4	LOW_EXPRESSION
CEP85	LOW_EXPRESSION
SH3BGRL3	TESTED
CD52	TESTED
DHDDS	TESTED
HMGN2	TESTED
RPS6KA1	TESTED
ARID1A	TESTED
PIGV	TESTED
ZDHHC18	LOW_EXPRESSION
SFN	TESTED
AL034380.1	LOW_EXPRESSION
NUDC	TESTED
TRNP1	TESTED
WDTC1	TESTED
TMEM222	TESTED
SYTL1	TESTED
GPR3	LOW_EXPRESSION
BX293535.1	LOW_EXPRESSION
FAM76A	TESTED
STX12	TESTED
PPP1R8	LOW_EXPRESSION
THEMIS2	TESTED
SMPDL3B	TESTED
XKR8	LOW_EXPRESSION
ATP5IF1	TESTED
AL353622.2	LOW_EXPRESSION
SESN2	TESTED
MED18	LOW_EXPRESSION
PHACTR4	TESTED
RCC1	TESTED
TRNAU1AP	TESTED
RAB42	LOW_EXPRESSION
LINC01715	LOW_EXPRESSION
AL360012.1	TESTED
GMEB1	TESTED
YTHDF2	TESTED
OPRD1	LOW_EXPRESSION
EPB41	TESTED
PTPRU	TESTED
MATN1-AS1	LOW_EXPRESSION
LINC01778	LOW_EXPRESSION
ZCCHC17	TESTED
SERINC2	TESTED
TINAGL1	TESTED
AL136115.1	LOW_EXPRESSION
KHDRBS1	TESTED
TMEM39B	TESTED
KPNA6	TESTED
TXLNA	TESTED
CCDC28B	LOW_EXPRESSION
IQCC	LOW_EXPRESSION
DCDC2B	LOW_EXPRESSION
EIF3I	TESTED
FAM167B	LOW_EXPRESSION
LCK	TESTED
HDAC1	TESTED
TSSK3	LOW_EXPRESSION
ZBTB8A	TESTED
RBBP4	TESTED
KIAA1522	TESTED
S100PBP	TESTED
HPCA	LOW_EXPRESSION
AL020995.1	LOW_EXPRESSION
AZIN2	LOW_EXPRESSION
AL662907.3	LOW_EXPRESSION
ZNF362	TESTED
ZSCAN20	LOW_EXPRESSION
GJB5	TESTED
GJB4	TESTED
GJB3	TESTED
GJA4	LOW_EXPRESSION
ZMYM1	TESTED
ZMYM4	TESTED
NCDN	LOW_EXPRESSION
TFAP2E	LOW_EXPRESSION
AGO4	TESTED
AGO1	TESTED
AGO3	TESTED
ADPRHL2	TESTED
MAP7D1	TESTED
THRAP3	TESTED
SH3D21	LOW_EXPRESSION
AL591845.1	TESTED
ZC3H12A	TESTED
DNALI1	TESTED
CDCA8	TESTED
MANEAL	TESTED
C1orf122	TESTED
AL929472.2	LOW_EXPRESSION
UTP11	TESTED
LINC01685	LOW_EXPRESSION
AL139260.1	LOW_EXPRESSION
AKIRIN1	TESTED
NDUFS5	TESTED
MACF1	TESTED
BMP8A	LOW_EXPRESSION
PPIE	TESTED
AL033527.3	LOW_EXPRESSION
AL033527.5	LOW_EXPRESSION
MFSD2A	TESTED
CAP1	TESTED
RLF	TESTED
TMCO2	LOW_EXPRESSION
ZMPSTE24	TESTED
SMAP2	TESTED
ZFP69B	LOW_EXPRESSION
ZFP69	LOW_EXPRESSION
EXO5	TESTED
ZNF684	LOW_EXPRESSION
NFYC	TESTED
KCNQ4	TESTED
CTPS1	TESTED
SLFNL1-AS1	LOW_EXPRESSION
AC093151.3	LOW_EXPRESSION
FOXO6	LOW_EXPRESSION
GUCA2B	TESTED
RIMKLA	TESTED
PPCS	TESTED
CCDC30	LOW_EXPRESSION
PPIH	TESTED
AC098484.2	LOW_EXPRESSION
YBX1	TESTED
C1orf50	LOW_EXPRESSION
ERMAP	LOW_EXPRESSION
ZNF691	LOW_EXPRESSION
SLC2A1-AS1	LOW_EXPRESSION
FAM183A	LOW_EXPRESSION
CFAP57	LOW_EXPRESSION
TMEM125	TESTED
TIE1	LOW_EXPRESSION
CDC20	TESTED
SZT2	TESTED
PTPRF	TESTED
KDM4A	TESTED
ST3GAL3	LOW_EXPRESSION
ARTN	TESTED
IPO13	TESTED
DPH2	TESTED
ATP6V0B	TESTED
B4GALT2	TESTED
CCDC24	TESTED
AL139220.2	LOW_EXPRESSION
DMAP1	TESTED
RNF220	TESTED
ARMH1	LOW_EXPRESSION
KIF2C	TESTED
RPS8	TESTED
PLK3	TESTED
BTBD19	LOW_EXPRESSION
UROD	TESTED
LINC01144	LOW_EXPRESSION
HPDL	TESTED
TOE1	TESTED
MMACHC	TESTED
AKR1A1	TESTED
NASP	TESTED
TMEM69	TESTED
MAST2	TESTED
AL358075.1	LOW_EXPRESSION
AL358075.2	LOW_EXPRESSION
TSPAN1	TESTED
LURAP1	LOW_EXPRESSION
RAD54L	TESTED
UQCRH	TESTED
NSUN4	TESTED
FAAH	TESTED
DMBX1	LOW_EXPRESSION
MKNK1-AS1	LOW_EXPRESSION
TEX38	LOW_EXPRESSION
CYP4B1	LOW_EXPRESSION
CYP4X1	TESTED
CYP4Z1	LOW_EXPRESSION
LINC00853	LOW_EXPRESSION
CMPK1	TESTED
FOXE3	LOW_EXPRESSION
FOXD2	TESTED
SLC5A9	LOW_EXPRESSION
ELAVL4	LOW_EXPRESSION
CDKN2C	TESTED
RNF11	TESTED
TTC39A-AS1	LOW_EXPRESSION
AC104170.2	LOW_EXPRESSION
AC104170.1	LOW_EXPRESSION
OSBPL9	TESTED
AL050343.1	LOW_EXPRESSION
AL050343.2	LOW_EXPRESSION
BTF3L4	TESTED
ZFYVE9	TESTED
AL513218.1	LOW_EXPRESSION
PRPF38A	TESTED
GPX7	LOW_EXPRESSION
SHISAL2A	LOW_EXPRESSION
ZYG11B	TESTED
ZYG11A	LOW_EXPRESSION
SCP2	TESTED
PODN	LOW_EXPRESSION
AL445183.2	LOW_EXPRESSION
CPT2	TESTED
AL606760.3	LOW_EXPRESSION
AL606760.1	LOW_EXPRESSION
LINC01771	LOW_EXPRESSION
LRRC42	TESTED
TCEANC2	LOW_EXPRESSION
MRPL37	TESTED
SSBP3-AS1	LOW_EXPRESSION
ACOT11	TESTED
MROH7	LOW_EXPRESSION
MROH7-TTC4	LOW_EXPRESSION
TTC4	LOW_EXPRESSION
LEXM	LOW_EXPRESSION
AC096536.1	LOW_EXPRESSION
TMEM61	TESTED
PCSK9	TESTED
MIR4422HG	LOW_EXPRESSION
LINC01767	LOW_EXPRESSION
PRKAA2	TESTED
AL136985.3	LOW_EXPRESSION
LINC01135	LOW_EXPRESSION
LINC01358	LOW_EXPRESSION
FGGY	TESTED
HOOK1	TESTED
NFIA	TESTED
AC099791.3	LOW_EXPRESSION
PATJ	TESTED
L1TD1	TESTED
USP1	TESTED
ANGPTL3	LOW_EXPRESSION
AC103923.1	LOW_EXPRESSION
ATG4C	TESTED
FOXD3	LOW_EXPRESSION
ALG6	TESTED
EFCAB7	TESTED
PGM1	TESTED
ROR1	LOW_EXPRESSION
CACHD1	TESTED
RAVER2	TESTED
AK4	TESTED
DNAJC6	LOW_EXPRESSION
LEPROT	LOW_EXPRESSION
LEPR	LOW_EXPRESSION
AL513493.1	LOW_EXPRESSION
PDE4B	TESTED
SGIP1	LOW_EXPRESSION
TCTEX1D1	LOW_EXPRESSION
MIER1	TESTED
IL23R	LOW_EXPRESSION
IL12RB2	LOW_EXPRESSION
GADD45A	TESTED
GNG12-AS1	TESTED
AL033530.1	LOW_EXPRESSION
LRRC7	LOW_EXPRESSION
SRSF11	TESTED
HHLA3	LOW_EXPRESSION
CTH	TESTED
AL354872.2	LOW_EXPRESSION
ZRANB2-AS1	LOW_EXPRESSION
FPGT	LOW_EXPRESSION
TYW3	TESTED
ACADM	TESTED
RABGGTB	TESTED
MSH4	LOW_EXPRESSION
ST6GALNAC3	LOW_EXPRESSION
AC104458.1	LOW_EXPRESSION
ST6GALNAC5	LOW_EXPRESSION
AK5	LOW_EXPRESSION
MIGA1	TESTED
NEXN	LOW_EXPRESSION
DNAJB4	LOW_EXPRESSION
GIPC2	TESTED
PTGFR	LOW_EXPRESSION
IFI44L	TESTED
IFI44	TESTED
LINC01781	LOW_EXPRESSION
ADGRL2	LOW_EXPRESSION
LINC01362	LOW_EXPRESSION
PRKACB	TESTED
SAMD13	LOW_EXPRESSION
DNASE2B	LOW_EXPRESSION
RPF1	TESTED
SPATA1	LOW_EXPRESSION
WDR63	LOW_EXPRESSION
AL078459.1	LOW_EXPRESSION
AL360219.1	LOW_EXPRESSION
CYR61	TESTED
CLCA2	LOW_EXPRESSION
CLCA1	TESTED
CLCA4	TESTED
SH3GLB1	TESTED
HS2ST1	LOW_EXPRESSION
LMO4	TESTED
PKN2	TESTED
AC099063.4	LOW_EXPRESSION
LRRC8B	TESTED
LRRC8C	LOW_EXPRESSION
LRRC8D	TESTED
AL391497.1	LOW_EXPRESSION
ZNF326	TESTED
CDC7	TESTED
BRDT	LOW_EXPRESSION
EPHX4	TESTED
BTBD8	TESTED
AC104836.1	LOW_EXPRESSION
RPAP2	TESTED
RPL5	TESTED
MTF2	TESTED
CCDC18	TESTED
DR1	TESTED
FNBP1L	TESTED
AL109613.1	LOW_EXPRESSION
ABCD3	TESTED
SLC44A3	TESTED
AC105942.1	LOW_EXPRESSION
TMEM56	LOW_EXPRESSION
RWDD3	LOW_EXPRESSION
PTBP2	TESTED
SNX7	TESTED
PLPPR4	LOW_EXPRESSION
PALMD	LOW_EXPRESSION
AGL	TESTED
SLC35A3	LOW_EXPRESSION
MFSD14A	LOW_EXPRESSION
TRMT13	TESTED
RTCA	TESTED
CDC14A	TESTED
GPR88	LOW_EXPRESSION
VCAM1	LOW_EXPRESSION
AC104506.1	TESTED
SLC30A7	TESTED
AC093157.2	LOW_EXPRESSION
AC093157.1	TESTED
S1PR1	LOW_EXPRESSION
LINC01709	LOW_EXPRESSION
RNPC3	TESTED
AMY2B	LOW_EXPRESSION
PRMT6	TESTED
NTNG1	LOW_EXPRESSION
VAV3-AS1	LOW_EXPRESSION
AL390036.1	LOW_EXPRESSION
AL359258.2	LOW_EXPRESSION
FAM102B	TESTED
PRPF38B	TESTED
FNDC7	LOW_EXPRESSION
STXBP3	TESTED
GPSM2	TESTED
TMEM167B	TESTED
AL356488.2	LOW_EXPRESSION
KIAA1324	TESTED
SARS	TESTED
CELSR2	TESTED
SYPL2	LOW_EXPRESSION
ATXN7L2	LOW_EXPRESSION
CYB561D1	LOW_EXPRESSION
GNAI3	TESTED
AMPD2	TESTED
GSTM4	LOW_EXPRESSION
GSTM2	LOW_EXPRESSION
AL450468.2	LOW_EXPRESSION
CSF1	TESTED
AHCYL1	TESTED
STRIP1	TESTED
KCNC4	LOW_EXPRESSION
RBM15	TESTED
AL355488.1	TESTED
PROK1	LOW_EXPRESSION
CD53	LOW_EXPRESSION
AL360270.1	LOW_EXPRESSION
AL360270.3	LOW_EXPRESSION
CEPT1	TESTED
CHI3L2	LOW_EXPRESSION
PIFO	LOW_EXPRESSION
ATP5PB	TESTED
C1orf162	LOW_EXPRESSION
RAP1A	TESTED
DDX20	TESTED
LINC01750	LOW_EXPRESSION
CTTNBP2NL	TESTED
WNT2B	TESTED
CAPZA1	TESTED
MOV10	TESTED
AL603832.2	LOW_EXPRESSION
AL390729.1	TESTED
SLC16A1-AS1	TESTED
LRIG2	TESTED
MAGI3	TESTED
AL137856.1	LOW_EXPRESSION
AP4B1-AS1	LOW_EXPRESSION
DCLRE1B	TESTED
HIPK1	TESTED
OLFML3	LOW_EXPRESSION
LINC01765	LOW_EXPRESSION
VANGL1	TESTED
SLC22A15	LOW_EXPRESSION
MAB21L3	LOW_EXPRESSION
ATP1A1	TESTED
CD2	TESTED
PTGFRN	TESTED
CD101	LOW_EXPRESSION
TTF2	TESTED
MAN1A2	TESTED
TENT5C	TESTED
WDR3	TESTED
WARS2-IT1	LOW_EXPRESSION
AL359915.2	LOW_EXPRESSION
HSD3B2	LOW_EXPRESSION
HSD3B1	LOW_EXPRESSION
PHGDH	TESTED
NBPF26	LOW_EXPRESSION
LINC00623	TESTED
FCGR1B	LOW_EXPRESSION
SRGAP2C	TESTED
AC244021.1	LOW_EXPRESSION
AC239800.2	LOW_EXPRESSION
FAM72D	LOW_EXPRESSION
AC245014.3	TESTED
GPR89A	TESTED
CD160	LOW_EXPRESSION
POLR3C	TESTED
NUDT17	LOW_EXPRESSION
POLR3GL	TESTED
LINC01719	LOW_EXPRESSION
AC239799.2	LOW_EXPRESSION
NBPF12	TESTED
AC242426.2	TESTED
CHD1L	TESTED
BCL9	TESTED
GPR89B	TESTED
AC239803.2	LOW_EXPRESSION
AC239803.3	LOW_EXPRESSION
PDE4DIP	TESTED
AC245297.3	LOW_EXPRESSION
AC245297.2	LOW_EXPRESSION
NBPF19	LOW_EXPRESSION
FCGR1A	LOW_EXPRESSION
HIST2H4A	LOW_EXPRESSION
AC239868.3	TESTED
HIST2H2AA4	LOW_EXPRESSION
HIST2H2AC	TESTED
BOLA1	TESTED
VPS45	TESTED
PLEKHO1	LOW_EXPRESSION
CA14	LOW_EXPRESSION
C1orf54	LOW_EXPRESSION
CIART	LOW_EXPRESSION
MRPS21	TESTED
PRPF3	TESTED
RPRD2	TESTED
TARS2	TESTED
ECM1	TESTED
FALEC	TESTED
ADAMTSL4	LOW_EXPRESSION
SETDB1	TESTED
AL590133.1	LOW_EXPRESSION
ANXA9	TESTED
PRUNE1	TESTED
BNIPL	LOW_EXPRESSION
C1orf56	TESTED
MLLT11	LOW_EXPRESSION
GABPB2	TESTED
SCNM1	TESTED
PIP5K1A	TESTED
PSMD4	TESTED
ZNF687	TESTED
AL391069.4	LOW_EXPRESSION
AL391069.3	LOW_EXPRESSION
PSMB4	TESTED
CGN	TESTED
TUFT1	TESTED
SNX27	TESTED
AL589765.1	LOW_EXPRESSION
RIIAD1	TESTED
AL589765.7	LOW_EXPRESSION
OAZ3	LOW_EXPRESSION
TDRKH-AS1	LOW_EXPRESSION
AL589765.6	LOW_EXPRESSION
AL450992.2	LOW_EXPRESSION
AL450992.1	LOW_EXPRESSION
LCE2A	LOW_EXPRESSION
LCE1E	LOW_EXPRESSION
SPRR5	LOW_EXPRESSION
SPRR1A	LOW_EXPRESSION
SPRR3	TESTED
SPRR1B	LOW_EXPRESSION
LOR	LOW_EXPRESSION
S100A9	TESTED
S100A7A	LOW_EXPRESSION
BX470102.1	LOW_EXPRESSION
S100A1	LOW_EXPRESSION
CHTOP	TESTED
SNAPIN	TESTED
NPR1	LOW_EXPRESSION
INTS3	TESTED
SLC27A3	TESTED
AL358472.5	LOW_EXPRESSION
AL358472.4	TESTED
AL358472.3	LOW_EXPRESSION
CREB3L4	TESTED
AL358472.2	LOW_EXPRESSION
RPS27	TESTED
UBAP2L	TESTED
HAX1	TESTED
AQP10	LOW_EXPRESSION
ATP8B2	LOW_EXPRESSION
IL6R	TESTED
AL162591.2	LOW_EXPRESSION
TDRD10	LOW_EXPRESSION
AL451085.1	TESTED
AL451085.2	LOW_EXPRESSION
CKS1B	TESTED
FLAD1	TESTED
ZBTB7B	TESTED
ADAM15	TESTED
EFNA4	LOW_EXPRESSION
EFNA3	TESTED
EFNA1	TESTED
SLC50A1	TESTED
TRIM46	LOW_EXPRESSION
AC234582.1	LOW_EXPRESSION
MTX1	TESTED
HCN3	TESTED
FDPS	TESTED
RUSC1	TESTED
ASH1L-AS1	TESTED
MSTO1	TESTED
DAP3	TESTED
SYT11	LOW_EXPRESSION
RXFP4	TESTED
AL355388.2	LOW_EXPRESSION
AL355388.1	LOW_EXPRESSION
LAMTOR2	TESTED
RAB25	TESTED
LMNA	TESTED
SEMA4A	TESTED
SLC25A44	TESTED
PMF1-BGLAP	LOW_EXPRESSION
PMF1	LOW_EXPRESSION
BGLAP	LOW_EXPRESSION
TMEM79	LOW_EXPRESSION
TSACC	LOW_EXPRESSION
AL365181.1	LOW_EXPRESSION
TTC24	LOW_EXPRESSION
NAXE	TESTED
HAPLN2	LOW_EXPRESSION
BCAN	LOW_EXPRESSION
RRNAD1	TESTED
PRCC	TESTED
NTRK1	LOW_EXPRESSION
PEAR1	TESTED
AL356276.1	LOW_EXPRESSION
KIRREL1	TESTED
CD1D	LOW_EXPRESSION
CD1A	LOW_EXPRESSION
CD1C	LOW_EXPRESSION
CD1E	LOW_EXPRESSION
MNDA	LOW_EXPRESSION
PYHIN1	LOW_EXPRESSION
IFI16	TESTED
CADM3	LOW_EXPRESSION
ACKR1	LOW_EXPRESSION
FCER1A	LOW_EXPRESSION
DUSP23	TESTED
FCRL6	LOW_EXPRESSION
SLAMF8	LOW_EXPRESSION
AL590560.2	LOW_EXPRESSION
LINC01133	TESTED
AL121987.1	LOW_EXPRESSION
KCNJ9	LOW_EXPRESSION
ATP1A2	LOW_EXPRESSION
ATP1A4	LOW_EXPRESSION
CASQ1	LOW_EXPRESSION
PEA15	TESTED
AL139011.1	LOW_EXPRESSION
NCSTN	TESTED
NHLH1	LOW_EXPRESSION
VANGL2	TESTED
AL138930.1	LOW_EXPRESSION
AL121985.1	LOW_EXPRESSION
SLAMF7	LOW_EXPRESSION
LY9	LOW_EXPRESSION
KLHDC9	TESTED
NIT1	TESTED
UFC1	TESTED
USP21	TESTED
PPOX	TESTED
NDUFS2	TESTED
FCER1G	LOW_EXPRESSION
TOMM40L	TESTED
PCP4L1	LOW_EXPRESSION
SDHC	TESTED
AL592295.4	LOW_EXPRESSION
FCGR2A	LOW_EXPRESSION
HSPA6	TESTED
FCGR2B	LOW_EXPRESSION
FCRLA	LOW_EXPRESSION
FCRLB	LOW_EXPRESSION
DUSP12	TESTED
ATF6	TESTED
NOS1AP	TESTED
C1orf226	TESTED
UHMK1	TESTED
UAP1	TESTED
DDR2	LOW_EXPRESSION
HSD17B7	TESTED
RGS4	LOW_EXPRESSION
NUF2	TESTED
PBX1	LOW_EXPRESSION
AL356441.1	LOW_EXPRESSION
MGST3	TESTED
AL451074.2	LOW_EXPRESSION
UCK2	TESTED
POGK	TESTED
MAEL	LOW_EXPRESSION
AL158837.1	LOW_EXPRESSION
DUSP27	TESTED
POU2F1	TESTED
RCSD1	LOW_EXPRESSION
MPZL1	TESTED
DCAF6	TESTED
TIPRL	TESTED
SFT2D2	TESTED
TBX19	TESTED
