pathway_id	pathway	background	direction	background_genes	selected_genes	pathway_tested_genes	overlap	fold_enrichment	p_value	overlap_genes	status	reason	selected
hsa00100	Steroid biosynthesis	all_tested	higher_in_LYPLA1_high	11058	158	15	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00100	Steroid biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	15	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00140	Steroid hormone biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00190	Oxidative phosphorylation	all_tested	higher_in_LYPLA1_high	11058	158	101	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00190	Oxidative phosphorylation	all_tested	lower_in_LYPLA1_high	11058	276	101	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00230	Purine metabolism	all_tested	higher_in_LYPLA1_high	11058	158	81	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00250	Alanine, aspartate and glutamate metabolism	all_tested	higher_in_LYPLA1_high	11058	158	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00250	Alanine, aspartate and glutamate metabolism	all_tested	lower_in_LYPLA1_high	11058	276	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00260	Glycine, serine and threonine metabolism	all_tested	lower_in_LYPLA1_high	11058	276	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00270	Cysteine and methionine metabolism	all_tested	lower_in_LYPLA1_high	11058	276	36	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00310	Lysine degradation	all_tested	lower_in_LYPLA1_high	11058	276	52	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00330	Arginine and proline metabolism	all_tested	higher_in_LYPLA1_high	11058	158	34	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00330	Arginine and proline metabolism	all_tested	lower_in_LYPLA1_high	11058	276	34	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00350	Tyrosine metabolism	all_tested	higher_in_LYPLA1_high	11058	158	16	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00350	Tyrosine metabolism	all_tested	lower_in_LYPLA1_high	11058	276	16	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00380	Tryptophan metabolism	all_tested	lower_in_LYPLA1_high	11058	276	26	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00480	Glutathione metabolism	all_tested	higher_in_LYPLA1_high	11058	158	37	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00500	Starch and sucrose metabolism	all_tested	lower_in_LYPLA1_high	11058	276	23	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00511	Other glycan degradation	all_tested	higher_in_LYPLA1_high	11058	158	15	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00511	Other glycan degradation	all_tested	lower_in_LYPLA1_high	11058	276	15	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00512	Mucin type O-glycan biosynthesis	all_tested	higher_in_LYPLA1_high	11058	158	21	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00513	Various types of N-glycan biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	35	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00514	Other types of O-glycan biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	32	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00520	Amino sugar and nucleotide sugar metabolism	all_tested	lower_in_LYPLA1_high	11058	276	30	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00541	Biosynthesis of various nucleotide sugars	all_tested	lower_in_LYPLA1_high	11058	276	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00561	Glycerolipid metabolism	all_tested	higher_in_LYPLA1_high	11058	158	43	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	all_tested	higher_in_LYPLA1_high	11058	158	21	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00565	Ether lipid metabolism	all_tested	higher_in_LYPLA1_high	11058	158	27	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00590	Arachidonic acid metabolism	all_tested	lower_in_LYPLA1_high	11058	276	32	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00620	Pyruvate metabolism	all_tested	higher_in_LYPLA1_high	11058	158	38	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00630	Glyoxylate and dicarboxylate metabolism	all_tested	higher_in_LYPLA1_high	11058	158	23	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00670	One carbon pool by folate	all_tested	lower_in_LYPLA1_high	11058	276	21	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00760	Nicotinate and nicotinamide metabolism	all_tested	higher_in_LYPLA1_high	11058	158	23	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00770	Pantothenate and CoA biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	15	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00790	Folate biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00830	Retinol metabolism	all_tested	higher_in_LYPLA1_high	11058	158	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00830	Retinol metabolism	all_tested	lower_in_LYPLA1_high	11058	276	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00860	Porphyrin metabolism	all_tested	higher_in_LYPLA1_high	11058	158	22	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00900	Terpenoid backbone biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	21	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00970	Aminoacyl-tRNA biosynthesis	all_tested	higher_in_LYPLA1_high	11058	158	37	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00970	Aminoacyl-tRNA biosynthesis	all_tested	lower_in_LYPLA1_high	11058	276	37	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00980	Metabolism of xenobiotics by cytochrome P450	all_tested	higher_in_LYPLA1_high	11058	158	24	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00980	Metabolism of xenobiotics by cytochrome P450	all_tested	lower_in_LYPLA1_high	11058	276	24	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00982	Drug metabolism - cytochrome P450	all_tested	higher_in_LYPLA1_high	11058	158	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00982	Drug metabolism - cytochrome P450	all_tested	lower_in_LYPLA1_high	11058	276	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00983	Drug metabolism - other enzymes	all_tested	higher_in_LYPLA1_high	11058	158	38	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa00983	Drug metabolism - other enzymes	all_tested	lower_in_LYPLA1_high	11058	276	38	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa01040	Biosynthesis of unsaturated fatty acids	all_tested	higher_in_LYPLA1_high	11058	158	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa01040	Biosynthesis of unsaturated fatty acids	all_tested	lower_in_LYPLA1_high	11058	276	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa02010	ABC transporters	all_tested	higher_in_LYPLA1_high	11058	158	22	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03008	Ribosome biogenesis in eukaryotes	all_tested	lower_in_LYPLA1_high	11058	276	71	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03010	Ribosome	all_tested	higher_in_LYPLA1_high	11058	158	164	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03013	Nucleocytoplasmic transport	all_tested	lower_in_LYPLA1_high	11058	276	95	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03015	mRNA surveillance pathway	all_tested	higher_in_LYPLA1_high	11058	158	75	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03018	RNA degradation	all_tested	higher_in_LYPLA1_high	11058	158	67	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03020	RNA polymerase	all_tested	lower_in_LYPLA1_high	11058	276	30	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03022	Basal transcription factors	all_tested	higher_in_LYPLA1_high	11058	158	33	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03022	Basal transcription factors	all_tested	lower_in_LYPLA1_high	11058	276	33	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03030	DNA replication	all_tested	higher_in_LYPLA1_high	11058	158	31	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03030	DNA replication	all_tested	lower_in_LYPLA1_high	11058	276	31	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03050	Proteasome	all_tested	higher_in_LYPLA1_high	11058	158	39	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03050	Proteasome	all_tested	lower_in_LYPLA1_high	11058	276	39	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03060	Protein export	all_tested	higher_in_LYPLA1_high	11058	158	27	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03060	Protein export	all_tested	lower_in_LYPLA1_high	11058	276	27	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03083	Polycomb repressive complex	all_tested	higher_in_LYPLA1_high	11058	158	72	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03083	Polycomb repressive complex	all_tested	lower_in_LYPLA1_high	11058	276	72	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03250	Viral life cycle - HIV-1	all_tested	lower_in_LYPLA1_high	11058	276	47	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03272	Virion - Hepatitis viruses	all_tested	lower_in_LYPLA1_high	11058	276	33	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03410	Base excision repair	all_tested	higher_in_LYPLA1_high	11058	158	40	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03410	Base excision repair	all_tested	lower_in_LYPLA1_high	11058	276	40	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03420	Nucleotide excision repair	all_tested	higher_in_LYPLA1_high	11058	158	52	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03420	Nucleotide excision repair	all_tested	lower_in_LYPLA1_high	11058	276	52	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03430	Mismatch repair	all_tested	higher_in_LYPLA1_high	11058	158	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03430	Mismatch repair	all_tested	lower_in_LYPLA1_high	11058	276	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03440	Homologous recombination	all_tested	higher_in_LYPLA1_high	11058	158	32	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03440	Homologous recombination	all_tested	lower_in_LYPLA1_high	11058	276	32	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03460	Fanconi anemia pathway	all_tested	higher_in_LYPLA1_high	11058	158	41	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa03460	Fanconi anemia pathway	all_tested	lower_in_LYPLA1_high	11058	276	41	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04022	cGMP-PKG signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	91	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04024	cAMP signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	106	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04068	FoxO signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	95	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04081	Hormone signaling	all_tested	higher_in_LYPLA1_high	11058	158	69	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04082	Neuroactive ligand signaling	all_tested	higher_in_LYPLA1_high	11058	158	47	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04130	SNARE interactions in vesicular transport	all_tested	higher_in_LYPLA1_high	11058	158	28	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04130	SNARE interactions in vesicular transport	all_tested	lower_in_LYPLA1_high	11058	276	28	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04136	Autophagy - other	all_tested	higher_in_LYPLA1_high	11058	158	26	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04136	Autophagy - other	all_tested	lower_in_LYPLA1_high	11058	276	26	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04152	AMPK signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	86	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04156	Integrated stress response (ISR) signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	47	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04211	Longevity regulating pathway	all_tested	higher_in_LYPLA1_high	11058	158	68	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04213	Longevity regulating pathway - multiple species	all_tested	higher_in_LYPLA1_high	11058	158	46	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04215	Apoptosis - multiple species	all_tested	higher_in_LYPLA1_high	11058	158	26	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04270	Vascular smooth muscle contraction	all_tested	higher_in_LYPLA1_high	11058	158	72	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04340	Hedgehog signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	33	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04360	Axon guidance	all_tested	lower_in_LYPLA1_high	11058	276	116	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04371	Apelin signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	79	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04392	Hippo signaling pathway - multiple species	all_tested	lower_in_LYPLA1_high	11058	276	20	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04512	ECM-receptor interaction	all_tested	higher_in_LYPLA1_high	11058	158	43	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04514	Cell adhesion molecule (CAM) interaction	all_tested	lower_in_LYPLA1_high	11058	276	59	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04518	Integrin signaling	all_tested	higher_in_LYPLA1_high	11058	158	87	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04520	Adherens junction	all_tested	higher_in_LYPLA1_high	11058	158	72	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04520	Adherens junction	all_tested	lower_in_LYPLA1_high	11058	276	72	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04530	Tight junction	all_tested	lower_in_LYPLA1_high	11058	276	120	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04540	Gap junction	all_tested	higher_in_LYPLA1_high	11058	158	52	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04612	Antigen processing and presentation	all_tested	higher_in_LYPLA1_high	11058	158	45	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04622	RIG-I-like receptor signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	46	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04658	Th1 and Th2 cell differentiation	all_tested	higher_in_LYPLA1_high	11058	158	52	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04659	Th17 cell differentiation	all_tested	higher_in_LYPLA1_high	11058	158	63	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04659	Th17 cell differentiation	all_tested	lower_in_LYPLA1_high	11058	276	63	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04660	T cell receptor signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	78	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04660	T cell receptor signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	78	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04662	B cell receptor signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	50	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04664	Fc epsilon RI signaling pathway	all_tested	lower_in_LYPLA1_high	11058	276	44	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04672	Intestinal immune network for IgA production	all_tested	higher_in_LYPLA1_high	11058	158	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04672	Intestinal immune network for IgA production	all_tested	lower_in_LYPLA1_high	11058	276	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04710	Circadian rhythm	all_tested	higher_in_LYPLA1_high	11058	158	29	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04713	Circadian entrainment	all_tested	higher_in_LYPLA1_high	11058	158	46	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04720	Long-term potentiation	all_tested	higher_in_LYPLA1_high	11058	158	45	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04721	Synaptic vesicle cycle	all_tested	higher_in_LYPLA1_high	11058	158	39	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04724	Glutamatergic synapse	all_tested	higher_in_LYPLA1_high	11058	158	50	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04725	Cholinergic synapse	all_tested	higher_in_LYPLA1_high	11058	158	58	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04727	GABAergic synapse	all_tested	higher_in_LYPLA1_high	11058	158	35	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04728	Dopaminergic synapse	all_tested	higher_in_LYPLA1_high	11058	158	77	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04730	Long-term depression	all_tested	higher_in_LYPLA1_high	11058	158	33	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04740	Olfactory transduction	all_tested	higher_in_LYPLA1_high	11058	158	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04742	Taste transduction	all_tested	higher_in_LYPLA1_high	11058	158	16	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04912	GnRH signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	59	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04913	Ovarian steroidogenesis	all_tested	lower_in_LYPLA1_high	11058	276	19	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04915	Estrogen signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	83	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04917	Prolactin signaling pathway	all_tested	higher_in_LYPLA1_high	11058	158	46	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04918	Thyroid hormone synthesis	all_tested	higher_in_LYPLA1_high	11058	158	42	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04925	Aldosterone synthesis and secretion	all_tested	higher_in_LYPLA1_high	11058	158	52	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04928	Parathyroid hormone synthesis, secretion and action	all_tested	higher_in_LYPLA1_high	11058	158	74	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04930	Type II diabetes mellitus	all_tested	lower_in_LYPLA1_high	11058	276	27	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04940	Type I diabetes mellitus	all_tested	higher_in_LYPLA1_high	11058	158	22	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04940	Type I diabetes mellitus	all_tested	lower_in_LYPLA1_high	11058	276	22	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04960	Aldosterone-regulated sodium reabsorption	all_tested	higher_in_LYPLA1_high	11058	158	23	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04961	Endocrine and other factor-regulated calcium reabsorption	all_tested	higher_in_LYPLA1_high	11058	158	30	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04962	Vasopressin-regulated water reabsorption	all_tested	higher_in_LYPLA1_high	11058	158	35	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04966	Collecting duct acid secretion	all_tested	higher_in_LYPLA1_high	11058	158	16	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04966	Collecting duct acid secretion	all_tested	lower_in_LYPLA1_high	11058	276	16	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04970	Salivary secretion	all_tested	higher_in_LYPLA1_high	11058	158	42	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04971	Gastric acid secretion	all_tested	higher_in_LYPLA1_high	11058	158	37	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04972	Pancreatic secretion	all_tested	higher_in_LYPLA1_high	11058	158	49	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04973	Carbohydrate digestion and absorption	all_tested	lower_in_LYPLA1_high	11058	276	23	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04975	Fat digestion and absorption	all_tested	higher_in_LYPLA1_high	11058	158	25	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04976	Bile secretion	all_tested	lower_in_LYPLA1_high	11058	276	33	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04978	Mineral absorption	all_tested	higher_in_LYPLA1_high	11058	158	34	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04978	Mineral absorption	all_tested	lower_in_LYPLA1_high	11058	276	34	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04980	Cobalamin transport and metabolism	all_tested	higher_in_LYPLA1_high	11058	158	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa04980	Cobalamin transport and metabolism	all_tested	lower_in_LYPLA1_high	11058	276	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05030	Cocaine addiction	all_tested	higher_in_LYPLA1_high	11058	158	29	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05031	Amphetamine addiction	all_tested	higher_in_LYPLA1_high	11058	158	43	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05032	Morphine addiction	all_tested	higher_in_LYPLA1_high	11058	158	35	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05100	Bacterial invasion of epithelial cells	all_tested	higher_in_LYPLA1_high	11058	158	57	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05110	Vibrio cholerae infection	all_tested	lower_in_LYPLA1_high	11058	276	39	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	all_tested	lower_in_LYPLA1_high	11058	276	52	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05140	Leishmaniasis	all_tested	lower_in_LYPLA1_high	11058	276	42	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05142	Chagas disease	all_tested	lower_in_LYPLA1_high	11058	276	62	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05146	Amoebiasis	all_tested	higher_in_LYPLA1_high	11058	158	60	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05150	Staphylococcus aureus infection	all_tested	higher_in_LYPLA1_high	11058	158	23	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05150	Staphylococcus aureus infection	all_tested	lower_in_LYPLA1_high	11058	276	23	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05202	Transcriptional misregulation in cancer	all_tested	higher_in_LYPLA1_high	11058	158	121	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05208	Chemical carcinogenesis - reactive oxygen species	all_tested	lower_in_LYPLA1_high	11058	276	161	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05210	Colorectal cancer	all_tested	higher_in_LYPLA1_high	11058	158	75	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05211	Renal cell carcinoma	all_tested	lower_in_LYPLA1_high	11058	276	56	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05212	Pancreatic cancer	all_tested	lower_in_LYPLA1_high	11058	276	64	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05213	Endometrial cancer	all_tested	higher_in_LYPLA1_high	11058	158	49	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05213	Endometrial cancer	all_tested	lower_in_LYPLA1_high	11058	276	49	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05216	Thyroid cancer	all_tested	higher_in_LYPLA1_high	11058	158	31	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05216	Thyroid cancer	all_tested	lower_in_LYPLA1_high	11058	276	31	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05217	Basal cell carcinoma	all_tested	higher_in_LYPLA1_high	11058	158	36	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05217	Basal cell carcinoma	all_tested	lower_in_LYPLA1_high	11058	276	36	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05221	Acute myeloid leukemia	all_tested	lower_in_LYPLA1_high	11058	276	49	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05230	Central carbon metabolism in cancer	all_tested	lower_in_LYPLA1_high	11058	276	48	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05231	Choline metabolism in cancer	all_tested	higher_in_LYPLA1_high	11058	158	68	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	all_tested	lower_in_LYPLA1_high	11058	276	60	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05320	Autoimmune thyroid disease	all_tested	higher_in_LYPLA1_high	11058	158	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05320	Autoimmune thyroid disease	all_tested	lower_in_LYPLA1_high	11058	276	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05321	Inflammatory bowel disease	all_tested	higher_in_LYPLA1_high	11058	158	25	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05321	Inflammatory bowel disease	all_tested	lower_in_LYPLA1_high	11058	276	25	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05323	Rheumatoid arthritis	all_tested	lower_in_LYPLA1_high	11058	276	46	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
hsa05330	Allograft rejection	all_tested	higher_in_LYPLA1_high	11058	158	17	0	0.0	1.0		DONE	NOMINAL_P_ONLY	False
