gene	kegg_gene	candidate_ids	status	in_any_pathway
CARS	hsa:833	hsa:833	UNIQUE_ALIAS	True
DEXI	hsa:28955	hsa:28955	PRIMARY_SYMBOL	False
VMP1	hsa:81671	hsa:81671	PRIMARY_SYMBOL	True
NF2	hsa:4771	hsa:4771	PRIMARY_SYMBOL	True
RMND5B	hsa:64777	hsa:64777	PRIMARY_SYMBOL	False
SETD6	hsa:79918	hsa:79918	PRIMARY_SYMBOL	False
DECR2	hsa:26063	hsa:26063	PRIMARY_SYMBOL	True
MED4	hsa:29079	hsa:29079	PRIMARY_SYMBOL	True
CCDC86	hsa:79080	hsa:79080	PRIMARY_SYMBOL	False
PLXNA2	hsa:5362	hsa:5362	PRIMARY_SYMBOL	True
TBC1D23	hsa:55773	hsa:55773	PRIMARY_SYMBOL	False
ADAM15	hsa:8751	hsa:8751	PRIMARY_SYMBOL	False
AL591895.1			UNMAPPED	False
POLR2E	hsa:5434	hsa:5434	PRIMARY_SYMBOL	True
PLEKHN1	hsa:84069	hsa:84069	PRIMARY_SYMBOL	False
ATR	hsa:545	hsa:545	PRIMARY_SYMBOL	True
FOSL1	hsa:8061	hsa:8061	PRIMARY_SYMBOL	True
LCN2	hsa:3934	hsa:3934	PRIMARY_SYMBOL	True
IFT81	hsa:28981	hsa:28981	PRIMARY_SYMBOL	False
RASSF10	hsa:644943	hsa:644943	PRIMARY_SYMBOL	False
NCKAP1L	hsa:3071	hsa:3071	PRIMARY_SYMBOL	True
KCTD6	hsa:200845	hsa:200845	PRIMARY_SYMBOL	False
SAPCD2	hsa:89958	hsa:89958	PRIMARY_SYMBOL	False
VPS9D1-AS1			UNMAPPED	False
SYMPK	hsa:8189	hsa:8189	PRIMARY_SYMBOL	True
CBLB	hsa:868	hsa:868	PRIMARY_SYMBOL	True
WAPL	hsa:23063	hsa:23063	PRIMARY_SYMBOL	True
EFCAB7	hsa:84455	hsa:84455	PRIMARY_SYMBOL	True
ZNF761	hsa:388561	hsa:388561	PRIMARY_SYMBOL	False
AIMP1	hsa:9255	hsa:9255	PRIMARY_SYMBOL	False
SIRT6	hsa:51548	hsa:51548	PRIMARY_SYMBOL	True
TUBD1	hsa:51174	hsa:51174	PRIMARY_SYMBOL	True
TUBA1B	hsa:10376	hsa:10376	PRIMARY_SYMBOL	True
RTKN	hsa:6242	hsa:6242	PRIMARY_SYMBOL	False
MIIP	hsa:60672	hsa:60672	PRIMARY_SYMBOL	False
SPTAN1	hsa:6709	hsa:6709	PRIMARY_SYMBOL	True
LTV1	hsa:84946	hsa:84946	PRIMARY_SYMBOL	False
MED28	hsa:80306	hsa:80306	PRIMARY_SYMBOL	False
RAB27B	hsa:5874	hsa:5874	PRIMARY_SYMBOL	True
EXOSC1	hsa:51013	hsa:51013	PRIMARY_SYMBOL	True
ZNF562	hsa:54811	hsa:54811	PRIMARY_SYMBOL	False
EXT1	hsa:2131	hsa:2131	PRIMARY_SYMBOL	True
TSPAN14	hsa:81619	hsa:81619	PRIMARY_SYMBOL	False
TMED1	hsa:11018	hsa:11018	PRIMARY_SYMBOL	False
SFXN3	hsa:81855	hsa:81855	PRIMARY_SYMBOL	False
PEAK1	hsa:79834	hsa:79834	PRIMARY_SYMBOL	False
CMTM4	hsa:146223	hsa:146223	PRIMARY_SYMBOL	False
OXLD1	hsa:339229	hsa:339229	PRIMARY_SYMBOL	False
AC137767.1			UNMAPPED	False
MSX2	hsa:4488	hsa:4488	PRIMARY_SYMBOL	True
XPO5	hsa:57510	hsa:57510	PRIMARY_SYMBOL	True
RAB25	hsa:57111	hsa:57111	PRIMARY_SYMBOL	False
AC108047.1			UNMAPPED	False
PPM1B	hsa:5495	hsa:5495	PRIMARY_SYMBOL	True
AP4E1	hsa:23431	hsa:23431	PRIMARY_SYMBOL	True
FIBCD1	hsa:84929	hsa:84929	PRIMARY_SYMBOL	False
AL445524.1			UNMAPPED	False
POLR2F	hsa:5435	hsa:5435	PRIMARY_SYMBOL	True
SLC30A1	hsa:7779	hsa:7779	PRIMARY_SYMBOL	True
BCL2	hsa:596	hsa:596	PRIMARY_SYMBOL	True
SOSTDC1	hsa:25928	hsa:25928	PRIMARY_SYMBOL	False
BRPF1	hsa:7862	hsa:7862	PRIMARY_SYMBOL	False
HEPH	hsa:9843	hsa:9843	PRIMARY_SYMBOL	True
CENPH	hsa:64946	hsa:64946	PRIMARY_SYMBOL	False
GNPTAB	hsa:79158	hsa:79158	PRIMARY_SYMBOL	True
PHF23	hsa:79142	hsa:79142	PRIMARY_SYMBOL	False
SMYD4	hsa:114826	hsa:114826	PRIMARY_SYMBOL	False
PHKG1	hsa:5260	hsa:5260	PRIMARY_SYMBOL	True
ATP5MF	hsa:9551	hsa:9551	PRIMARY_SYMBOL	True
SORT1	hsa:6272	hsa:6272	PRIMARY_SYMBOL	True
KCMF1	hsa:56888	hsa:56888	PRIMARY_SYMBOL	False
PGAM5	hsa:192111	hsa:192111	PRIMARY_SYMBOL	True
ZNF823	hsa:55552	hsa:55552	PRIMARY_SYMBOL	False
CNIH1	hsa:10175	hsa:10175	PRIMARY_SYMBOL	False
PLEKHA2	hsa:59339	hsa:59339	PRIMARY_SYMBOL	False
FRK	hsa:2444	hsa:2444	PRIMARY_SYMBOL	False
AL139089.1			UNMAPPED	False
MAP3K2	hsa:10746	hsa:10746	PRIMARY_SYMBOL	True
PNPLA8	hsa:50640	hsa:50640	PRIMARY_SYMBOL	False
RNASET2	hsa:8635	hsa:8635	PRIMARY_SYMBOL	False
TCN2	hsa:6948	hsa:6948	PRIMARY_SYMBOL	True
ZNF217	hsa:7764	hsa:7764	PRIMARY_SYMBOL	False
ATP8A1	hsa:10396	hsa:10396	PRIMARY_SYMBOL	True
CHM	hsa:1121	hsa:1121	PRIMARY_SYMBOL	False
ARMCX5	hsa:64860	hsa:64860	PRIMARY_SYMBOL	False
UBL3	hsa:5412	hsa:5412	PRIMARY_SYMBOL	False
NPIPB15	hsa:440348	hsa:440348	PRIMARY_SYMBOL	False
SLC36A4	hsa:120103	hsa:120103	PRIMARY_SYMBOL	True
CRELD2	hsa:79174	hsa:79174	PRIMARY_SYMBOL	False
C18orf25	hsa:147339	hsa:147339	UNIQUE_ALIAS	False
SCFD1	hsa:23256	hsa:23256	PRIMARY_SYMBOL	False
SSU72	hsa:29101	hsa:29101	PRIMARY_SYMBOL	True
NDUFA12	hsa:55967	hsa:55967	PRIMARY_SYMBOL	True
MSTO1	hsa:55154	hsa:55154	PRIMARY_SYMBOL	False
ZNF232	hsa:7775	hsa:7775	PRIMARY_SYMBOL	False
NCKIPSD	hsa:51517	hsa:51517	PRIMARY_SYMBOL	False
SAAL1	hsa:113174	hsa:113174	PRIMARY_SYMBOL	False
STRIP1	hsa:85369	hsa:85369	PRIMARY_SYMBOL	False
CNKSR1	hsa:10256	hsa:10256	PRIMARY_SYMBOL	False
CNOT9	hsa:9125	hsa:9125	PRIMARY_SYMBOL	True
S100A4	hsa:6275	hsa:6275	PRIMARY_SYMBOL	True
RNF167	hsa:26001	hsa:26001	PRIMARY_SYMBOL	False
POGK	hsa:57645	hsa:57645	PRIMARY_SYMBOL	False
PARL	hsa:55486	hsa:55486	PRIMARY_SYMBOL	False
MSANTD2	hsa:79684	hsa:79684	PRIMARY_SYMBOL	False
SMN1	hsa:6606	hsa:6606	PRIMARY_SYMBOL	False
MOSPD2	hsa:158747	hsa:158747	PRIMARY_SYMBOL	False
MCFD2	hsa:90411	hsa:90411	PRIMARY_SYMBOL	False
ACTR1B	hsa:10120	hsa:10120	PRIMARY_SYMBOL	True
SLF2	hsa:55719	hsa:55719	PRIMARY_SYMBOL	False
HMGA1P4			UNMAPPED	False
HDGFL3	hsa:50810	hsa:50810	PRIMARY_SYMBOL	False
ZNF254	hsa:9534	hsa:9534	PRIMARY_SYMBOL	False
PSMC4	hsa:5704	hsa:5704	PRIMARY_SYMBOL	True
MAP3K6	hsa:9064	hsa:9064	PRIMARY_SYMBOL	True
RASL11A	hsa:387496	hsa:387496	PRIMARY_SYMBOL	False
MGP	hsa:4256	hsa:4256	PRIMARY_SYMBOL	False
NEK5	hsa:341676	hsa:341676	PRIMARY_SYMBOL	False
ID2	hsa:3398	hsa:3398	PRIMARY_SYMBOL	True
ASTE1	hsa:28990	hsa:28990	PRIMARY_SYMBOL	False
ST7-AS1			UNMAPPED	False
METTL22	hsa:79091	hsa:79091	PRIMARY_SYMBOL	False
RAPGEF3	hsa:10411	hsa:10411	PRIMARY_SYMBOL	True
HYPK	hsa:25764	hsa:25764	PRIMARY_SYMBOL	False
ZNF486	hsa:90649	hsa:90649	PRIMARY_SYMBOL	False
ATXN2	hsa:6311	hsa:6311	PRIMARY_SYMBOL	True
MZT2A	hsa:653784	hsa:653784	PRIMARY_SYMBOL	False
DTX3	hsa:196403	hsa:196403	PRIMARY_SYMBOL	True
LANCL3	hsa:347404	hsa:347404	PRIMARY_SYMBOL	False
USP5	hsa:8078	hsa:8078	PRIMARY_SYMBOL	False
AKAP8	hsa:10270	hsa:10270	PRIMARY_SYMBOL	False
IFI16	hsa:3428	hsa:3428	PRIMARY_SYMBOL	True
MEF2A	hsa:4205	hsa:4205	PRIMARY_SYMBOL	True
LINC01315			UNMAPPED	False
HCFC2	hsa:29915	hsa:29915	PRIMARY_SYMBOL	True
DHX8	hsa:1659	hsa:1659	PRIMARY_SYMBOL	True
SMAD3	hsa:4088	hsa:4088	PRIMARY_SYMBOL	True
DNAAF5	hsa:54919	hsa:54919	PRIMARY_SYMBOL	False
IPPK	hsa:64768	hsa:64768	PRIMARY_SYMBOL	True
NPIPB5	hsa:100132247	hsa:100132247	PRIMARY_SYMBOL	False
RPRD2	hsa:23248	hsa:23248	PRIMARY_SYMBOL	False
TTC38	hsa:55020	hsa:55020	PRIMARY_SYMBOL	False
POLR3E	hsa:55718	hsa:55718	PRIMARY_SYMBOL	True
VPS50	hsa:55610	hsa:55610	PRIMARY_SYMBOL	False
CDK13	hsa:8621	hsa:8621	PRIMARY_SYMBOL	False
ATP23	hsa:91419	hsa:91419	PRIMARY_SYMBOL	False
SMURF1	hsa:57154	hsa:57154	PRIMARY_SYMBOL	True
GLB1L2	hsa:89944	hsa:89944	PRIMARY_SYMBOL	False
BAP1	hsa:8314	hsa:8314	PRIMARY_SYMBOL	True
MRAS	hsa:22808	hsa:22808	PRIMARY_SYMBOL	True
GSK3B	hsa:2932	hsa:2932	PRIMARY_SYMBOL	True
MRPL44	hsa:65080	hsa:65080	PRIMARY_SYMBOL	True
USP53	hsa:54532	hsa:54532	PRIMARY_SYMBOL	False
WBP1L	hsa:54838	hsa:54838	PRIMARY_SYMBOL	False
UBE2L6	hsa:9246	hsa:9246	PRIMARY_SYMBOL	True
GTF2F1	hsa:2962	hsa:2962	PRIMARY_SYMBOL	True
C1orf74	hsa:148304	hsa:148304	PRIMARY_SYMBOL	False
ZSCAN9	hsa:7746	hsa:7746	PRIMARY_SYMBOL	False
SPCS3	hsa:60559	hsa:60559	PRIMARY_SYMBOL	True
LIG4	hsa:3981	hsa:3981	PRIMARY_SYMBOL	True
LDHD	hsa:197257	hsa:197257	PRIMARY_SYMBOL	True
SHCBP1	hsa:79801	hsa:79801	PRIMARY_SYMBOL	False
KIF21B	hsa:23046	hsa:23046	PRIMARY_SYMBOL	True
HCFC1R1	hsa:54985	hsa:54985	PRIMARY_SYMBOL	False
HEATR5B	hsa:54497	hsa:54497	PRIMARY_SYMBOL	False
UBAP2L	hsa:9898	hsa:9898	PRIMARY_SYMBOL	False
TSPAN31	hsa:6302	hsa:6302	PRIMARY_SYMBOL	False
COLGALT1	hsa:79709	hsa:79709	PRIMARY_SYMBOL	True
ATP10D	hsa:57205	hsa:57205	PRIMARY_SYMBOL	False
TMEM175	hsa:84286	hsa:84286	PRIMARY_SYMBOL	True
C2orf76	hsa:130355	hsa:130355	PRIMARY_SYMBOL	False
CEACAM5	hsa:1048	hsa:1048	PRIMARY_SYMBOL	False
TMEM199	hsa:147007	hsa:147007	UNIQUE_ALIAS	False
MYC	hsa:4609	hsa:4609	PRIMARY_SYMBOL	True
MED27	hsa:9442	hsa:9442	PRIMARY_SYMBOL	True
TMEM107	hsa:84314	hsa:84314	PRIMARY_SYMBOL	False
VPS37D	hsa:155382	hsa:155382	PRIMARY_SYMBOL	True
PARVB	hsa:29780	hsa:29780	PRIMARY_SYMBOL	True
CGAS	hsa:115004	hsa:115004	PRIMARY_SYMBOL	True
AL118505.1			UNMAPPED	False
MAP4K4	hsa:9448	hsa:9448	PRIMARY_SYMBOL	True
TYW1B	hsa:441250	hsa:441250	PRIMARY_SYMBOL	False
TRIM38	hsa:10475	hsa:10475	PRIMARY_SYMBOL	False
MRPL54	hsa:116541	hsa:116541	PRIMARY_SYMBOL	True
ZNF775	hsa:285971	hsa:285971	PRIMARY_SYMBOL	False
MIR222HG			UNMAPPED	False
PCSK9	hsa:255738	hsa:255738	PRIMARY_SYMBOL	True
RAVER2	hsa:55225	hsa:55225	PRIMARY_SYMBOL	False
DDT	hsa:1652	hsa:1652	PRIMARY_SYMBOL	False
STIP1	hsa:10963	hsa:10963	PRIMARY_SYMBOL	True
CLUAP1	hsa:23059	hsa:23059	PRIMARY_SYMBOL	False
HNRNPU	hsa:3192	hsa:3192	PRIMARY_SYMBOL	True
FAM162A	hsa:26355	hsa:26355	PRIMARY_SYMBOL	False
ARHGAP44	hsa:9912	hsa:9912	PRIMARY_SYMBOL	False
RBM17	hsa:84991	hsa:84991	PRIMARY_SYMBOL	True
DBT	hsa:1629	hsa:1629	PRIMARY_SYMBOL	True
TTI1	hsa:9675	hsa:9675	PRIMARY_SYMBOL	True
SUPT3H	hsa:8464	hsa:8464	PRIMARY_SYMBOL	True
GAPVD1	hsa:26130	hsa:26130	PRIMARY_SYMBOL	True
AARS	hsa:16	hsa:16	UNIQUE_ALIAS	True
CSPP1	hsa:79848	hsa:79848	PRIMARY_SYMBOL	False
ARFGAP1	hsa:55738	hsa:55738	PRIMARY_SYMBOL	True
TBK1	hsa:29110	hsa:29110	PRIMARY_SYMBOL	True
NOM1	hsa:64434	hsa:64434	PRIMARY_SYMBOL	False
WIPI1	hsa:55062	hsa:55062	PRIMARY_SYMBOL	True
FAM208A	hsa:23272	hsa:23272	UNIQUE_ALIAS	False
ZNF202	hsa:7753	hsa:7753	PRIMARY_SYMBOL	False
SEC24A	hsa:10802	hsa:10802	PRIMARY_SYMBOL	True
BRCA2	hsa:675	hsa:675	PRIMARY_SYMBOL	True
SPINDOC	hsa:144097	hsa:144097	PRIMARY_SYMBOL	False
SCRN3	hsa:79634	hsa:79634	PRIMARY_SYMBOL	False
IGF1R	hsa:3480	hsa:3480	PRIMARY_SYMBOL	True
CDK11B	hsa:984	hsa:984	PRIMARY_SYMBOL	False
MOCS2	hsa:4338	hsa:4338	PRIMARY_SYMBOL	True
AKAP9	hsa:10142	hsa:10142	PRIMARY_SYMBOL	False
GPD1L	hsa:23171	hsa:23171	PRIMARY_SYMBOL	True
AKR1C3	hsa:8644	hsa:8644	PRIMARY_SYMBOL	True
PDCD2	hsa:5134	hsa:5134	PRIMARY_SYMBOL	False
PPP1R3D	hsa:5509	hsa:5509	PRIMARY_SYMBOL	True
AUH	hsa:549	hsa:549	PRIMARY_SYMBOL	True
LRCH4	hsa:4034	hsa:4034	PRIMARY_SYMBOL	False
CLDN7	hsa:1366	hsa:1366	PRIMARY_SYMBOL	True
TXN	hsa:7295	hsa:7295	PRIMARY_SYMBOL	True
TUBGCP5	hsa:114791	hsa:114791	PRIMARY_SYMBOL	False
LRRC14	hsa:9684	hsa:9684	PRIMARY_SYMBOL	False
PYGB	hsa:5834	hsa:5834	PRIMARY_SYMBOL	True
SPRYD7	hsa:57213	hsa:57213	PRIMARY_SYMBOL	False
PYURF	hsa:100996939	hsa:100996939	PRIMARY_SYMBOL	False
ZNF608	hsa:57507	hsa:57507	PRIMARY_SYMBOL	False
IQGAP3	hsa:128239	hsa:128239	PRIMARY_SYMBOL	True
GPANK1	hsa:7918	hsa:7918	PRIMARY_SYMBOL	False
LTB	hsa:4050	hsa:4050	PRIMARY_SYMBOL	True
PCNT	hsa:5116	hsa:5116	PRIMARY_SYMBOL	False
AL050341.2			UNMAPPED	False
MSI2	hsa:124540	hsa:124540	PRIMARY_SYMBOL	True
NEMP2	hsa:100131211	hsa:100131211	PRIMARY_SYMBOL	False
MPV17	hsa:4358	hsa:4358	PRIMARY_SYMBOL	True
INTS12	hsa:57117	hsa:57117	PRIMARY_SYMBOL	False
MANEAL	hsa:149175	hsa:149175	PRIMARY_SYMBOL	False
FSIP2	hsa:401024	hsa:401024	PRIMARY_SYMBOL	False
FAM227A	hsa:646851	hsa:646851	PRIMARY_SYMBOL	False
GRB10	hsa:2887	hsa:2887	PRIMARY_SYMBOL	True
KDM3B	hsa:51780	hsa:51780	PRIMARY_SYMBOL	True
CELSR2	hsa:1952	hsa:1952	PRIMARY_SYMBOL	True
PFKFB2	hsa:5208	hsa:5208	PRIMARY_SYMBOL	True
CCDC28A	hsa:25901	hsa:25901	PRIMARY_SYMBOL	False
EAF1	hsa:85403	hsa:85403	PRIMARY_SYMBOL	False
C15orf65	hsa:145788	hsa:145788	UNIQUE_ALIAS	False
TMEM64	hsa:169200	hsa:169200	PRIMARY_SYMBOL	True
MED19	hsa:219541	hsa:219541	PRIMARY_SYMBOL	False
GYG2	hsa:8908	hsa:8908	PRIMARY_SYMBOL	True
MYEF2	hsa:50804	hsa:50804	PRIMARY_SYMBOL	False
RRP12	hsa:23223	hsa:23223	PRIMARY_SYMBOL	False
DGKD	hsa:8527	hsa:8527	PRIMARY_SYMBOL	True
COPS7B	hsa:64708	hsa:64708	PRIMARY_SYMBOL	False
LATS1	hsa:9113	hsa:9113	PRIMARY_SYMBOL	True
LSM14A	hsa:26065	hsa:26065	PRIMARY_SYMBOL	False
RCBTB2	hsa:1102	hsa:1102	PRIMARY_SYMBOL	False
PPA1	hsa:5464	hsa:5464	PRIMARY_SYMBOL	True
SEC22A	hsa:26984	hsa:26984	PRIMARY_SYMBOL	False
AC037459.2			UNMAPPED	False
ABAT	hsa:18	hsa:18	PRIMARY_SYMBOL	True
CKMT1A	hsa:548596	hsa:548596	PRIMARY_SYMBOL	True
ADA	hsa:100	hsa:100	PRIMARY_SYMBOL	True
LAG3	hsa:3902	hsa:3902	PRIMARY_SYMBOL	False
ATOH1	hsa:474	hsa:474	PRIMARY_SYMBOL	False
ELMOD2	hsa:255520	hsa:255520	PRIMARY_SYMBOL	False
RUFY2	hsa:55680	hsa:55680	PRIMARY_SYMBOL	True
LPIN2	hsa:9663	hsa:9663	PRIMARY_SYMBOL	True
OCRL	hsa:4952	hsa:4952	PRIMARY_SYMBOL	True
COG1	hsa:9382	hsa:9382	PRIMARY_SYMBOL	False
PIAS2	hsa:9063	hsa:9063	PRIMARY_SYMBOL	True
USP14	hsa:9097	hsa:9097	PRIMARY_SYMBOL	False
FAM20C	hsa:56975	hsa:56975	PRIMARY_SYMBOL	False
GHET1	hsa:102723099	hsa:102723099	PRIMARY_SYMBOL	False
RITA1	hsa:84934	hsa:84934	PRIMARY_SYMBOL	True
FASTK	hsa:10922	hsa:10922	PRIMARY_SYMBOL	False
DAZAP2	hsa:9802	hsa:9802	PRIMARY_SYMBOL	False
PIM3	hsa:415116	hsa:415116	PRIMARY_SYMBOL	False
GUK1	hsa:2987	hsa:2987	PRIMARY_SYMBOL	True
BCAS4	hsa:55653	hsa:55653	PRIMARY_SYMBOL	False
RBX1	hsa:9978	hsa:9978	PRIMARY_SYMBOL	True
SS18L2	hsa:51188	hsa:51188	PRIMARY_SYMBOL	False
RAP1A	hsa:5906	hsa:5906	PRIMARY_SYMBOL	True
SMARCAL1	hsa:50485	hsa:50485	PRIMARY_SYMBOL	False
TSC22D3	hsa:1831	hsa:1831	PRIMARY_SYMBOL	False
TMPRSS4	hsa:56649	hsa:56649	PRIMARY_SYMBOL	True
ICE1	hsa:23379	hsa:23379	PRIMARY_SYMBOL	False
POMT1	hsa:10585	hsa:10585	PRIMARY_SYMBOL	True
SMKR1	hsa:100287482	hsa:100287482	PRIMARY_SYMBOL	False
HENMT1	hsa:113802	hsa:113802	PRIMARY_SYMBOL	False
OPA3	hsa:80207	hsa:80207	PRIMARY_SYMBOL	False
NSD2	hsa:7468	hsa:7468	PRIMARY_SYMBOL	True
GZMB	hsa:3002	hsa:3002	PRIMARY_SYMBOL	True
ATF5	hsa:22809	hsa:22809	PRIMARY_SYMBOL	True
CDK5	hsa:1020	hsa:1020	PRIMARY_SYMBOL	True
IFT140	hsa:9742	hsa:9742	PRIMARY_SYMBOL	False
MTMR4	hsa:9110	hsa:9110	PRIMARY_SYMBOL	True
ADD1	hsa:118	hsa:118	PRIMARY_SYMBOL	False
NR5A2	hsa:2494	hsa:2494	PRIMARY_SYMBOL	True
YIPF4	hsa:84272	hsa:84272	PRIMARY_SYMBOL	False
EEPD1	hsa:80820	hsa:80820	PRIMARY_SYMBOL	False
PUF60	hsa:22827	hsa:22827	PRIMARY_SYMBOL	True
ZFYVE1	hsa:53349	hsa:53349	PRIMARY_SYMBOL	True
PIGW	hsa:284098	hsa:284098	PRIMARY_SYMBOL	True
PSIP1	hsa:11168	hsa:11168	PRIMARY_SYMBOL	True
ABL2	hsa:27	hsa:27	PRIMARY_SYMBOL	True
PCYT1A	hsa:5130	hsa:5130	PRIMARY_SYMBOL	True
HOXB9	hsa:3219	hsa:3219	PRIMARY_SYMBOL	False
DMAC2	hsa:55101	hsa:55101	PRIMARY_SYMBOL	False
EEF2K	hsa:29904	hsa:29904	PRIMARY_SYMBOL	True
PLCD3	hsa:113026	hsa:113026	PRIMARY_SYMBOL	True
BNIP3	hsa:664	hsa:664	PRIMARY_SYMBOL	True
CREG1	hsa:8804	hsa:8804	PRIMARY_SYMBOL	False
IWS1	hsa:55677	hsa:55677	PRIMARY_SYMBOL	False
CALCOCO2	hsa:10241	hsa:10241	PRIMARY_SYMBOL	True
NCAPD2	hsa:9918	hsa:9918	PRIMARY_SYMBOL	False
TRIM56	hsa:81844	hsa:81844	PRIMARY_SYMBOL	False
DCTD	hsa:1635	hsa:1635	PRIMARY_SYMBOL	True
EBNA1BP2	hsa:10969	hsa:10969	PRIMARY_SYMBOL	False
MRPL35	hsa:51318	hsa:51318	PRIMARY_SYMBOL	True
MALSU1	hsa:115416	hsa:115416	PRIMARY_SYMBOL	False
PCCB	hsa:5096	hsa:5096	PRIMARY_SYMBOL	True
ATXN10	hsa:25814	hsa:25814	PRIMARY_SYMBOL	True
APH1B	hsa:83464	hsa:83464	PRIMARY_SYMBOL	True
TLN2	hsa:83660	hsa:83660	PRIMARY_SYMBOL	True
SMARCAD1	hsa:56916	hsa:56916	PRIMARY_SYMBOL	True
RANBP17	hsa:64901	hsa:64901	PRIMARY_SYMBOL	True
MTRNR2L12			UNMAPPED	False
CXCL1	hsa:2919	hsa:2919	PRIMARY_SYMBOL	True
ADCY3	hsa:109	hsa:109	PRIMARY_SYMBOL	True
INAFM1	hsa:255783	hsa:255783	PRIMARY_SYMBOL	False
FARP1	hsa:10160	hsa:10160	PRIMARY_SYMBOL	False
SGTA	hsa:6449	hsa:6449	PRIMARY_SYMBOL	True
FLVCR1	hsa:28982	hsa:28982	PRIMARY_SYMBOL	False
SPAST	hsa:6683	hsa:6683	PRIMARY_SYMBOL	False
PEX1	hsa:5189	hsa:5189	PRIMARY_SYMBOL	True
ACSL4	hsa:2182	hsa:2182	PRIMARY_SYMBOL	True
TSPAN12	hsa:23554	hsa:23554	PRIMARY_SYMBOL	False
KCNJ14	hsa:3770	hsa:3770	PRIMARY_SYMBOL	True
SPC25	hsa:57405	hsa:57405	PRIMARY_SYMBOL	False
CAMTA2	hsa:23125	hsa:23125	PRIMARY_SYMBOL	False
IFT46	hsa:56912	hsa:56912	PRIMARY_SYMBOL	False
BLOC1S2	hsa:282991	hsa:282991	PRIMARY_SYMBOL	True
CCDC77	hsa:84318	hsa:84318	PRIMARY_SYMBOL	False
NTAN1	hsa:123803	hsa:123803	PRIMARY_SYMBOL	False
ZCCHC17	hsa:51538	hsa:51538	PRIMARY_SYMBOL	False
UBA1	hsa:7317	hsa:7317	PRIMARY_SYMBOL	True
ELL2	hsa:22936	hsa:22936	PRIMARY_SYMBOL	True
CAMTA1	hsa:23261	hsa:23261	PRIMARY_SYMBOL	False
HDAC11	hsa:79885	hsa:79885	PRIMARY_SYMBOL	True
EXOSC10	hsa:5394	hsa:5394	PRIMARY_SYMBOL	True
APOL6	hsa:80830	hsa:80830	PRIMARY_SYMBOL	False
GOLGA1	hsa:2800	hsa:2800	PRIMARY_SYMBOL	False
MYNN	hsa:55892	hsa:55892	PRIMARY_SYMBOL	False
ZGRF1	hsa:55345	hsa:55345	PRIMARY_SYMBOL	False
PXMP2	hsa:5827	hsa:5827	PRIMARY_SYMBOL	True
REEP6	hsa:92840	hsa:92840	PRIMARY_SYMBOL	False
MAP9	hsa:79884	hsa:79884	PRIMARY_SYMBOL	False
ABCD4	hsa:5826	hsa:5826	PRIMARY_SYMBOL	True
HIST1H2AJ	hsa:8331	hsa:8331	UNIQUE_ALIAS	True
ADCY6	hsa:112	hsa:112	PRIMARY_SYMBOL	True
SUPT6H	hsa:6830	hsa:6830	PRIMARY_SYMBOL	False
GDI1	hsa:2664	hsa:2664	PRIMARY_SYMBOL	False
NBN	hsa:4683	hsa:4683	PRIMARY_SYMBOL	True
TSPO	hsa:706	hsa:706	PRIMARY_SYMBOL	True
PRKCSH	hsa:5589	hsa:5589	PRIMARY_SYMBOL	True
PSMB9	hsa:5698	hsa:5698	PRIMARY_SYMBOL	True
ABCB1	hsa:5243	hsa:5243	PRIMARY_SYMBOL	True
SLC41A2	hsa:84102	hsa:84102	PRIMARY_SYMBOL	False
NFATC2IP	hsa:84901	hsa:84901	PRIMARY_SYMBOL	False
LACTB2	hsa:51110	hsa:51110	PRIMARY_SYMBOL	False
CHMP1A	hsa:5119	hsa:5119	PRIMARY_SYMBOL	True
SPATA33	hsa:124045	hsa:124045	PRIMARY_SYMBOL	False
STXBP1	hsa:6812	hsa:6812	PRIMARY_SYMBOL	True
RRP8	hsa:23378	hsa:23378	PRIMARY_SYMBOL	False
NUTM2B-AS1	hsa:101060691	hsa:101060691	PRIMARY_SYMBOL	False
ADAR	hsa:103	hsa:103	PRIMARY_SYMBOL	True
EIF3L	hsa:51386	hsa:51386	PRIMARY_SYMBOL	False
LAP3	hsa:51056	hsa:51056	PRIMARY_SYMBOL	True
SMCR5			UNMAPPED	False
AC005837.1			UNMAPPED	False
STRA6	hsa:64220	hsa:64220	PRIMARY_SYMBOL	False
AK3	hsa:50808	hsa:50808	PRIMARY_SYMBOL	True
PPM1D	hsa:8493	hsa:8493	PRIMARY_SYMBOL	True
UTP14C	hsa:9724	hsa:9724	PRIMARY_SYMBOL	True
COP1	hsa:64326	hsa:64326	PRIMARY_SYMBOL	True
CYP2B6	hsa:1555	hsa:1555	PRIMARY_SYMBOL	True
TMEM87B	hsa:84910	hsa:84910	PRIMARY_SYMBOL	False
UGT8	hsa:7368	hsa:7368	PRIMARY_SYMBOL	True
GCNT1	hsa:2650	hsa:2650	PRIMARY_SYMBOL	True
ANXA1	hsa:301	hsa:301	PRIMARY_SYMBOL	False
TMPRSS13	hsa:84000	hsa:84000	PRIMARY_SYMBOL	False
SLC12A7	hsa:10723	hsa:10723	PRIMARY_SYMBOL	True
SIVA1	hsa:10572	hsa:10572	PRIMARY_SYMBOL	True
AGA	hsa:175	hsa:175	PRIMARY_SYMBOL	True
TMEM104	hsa:54868	hsa:54868	UNIQUE_ALIAS	False
CENPT	hsa:80152	hsa:80152	PRIMARY_SYMBOL	False
