gene	linked_metabolites_and_direction	n_direct_relations	n_evaluable_relations	n_association_q_lt_005	rna_n_tumor	rna_n_normal	rna_g	rna_ci_lower	rna_ci_upper	rna_p	rna_q	rna_status	depmap_status	n_depmap_models	common_essential_status	normal_tissue_safety	functional_search_status	literature_query_hit_count	literature_hit_count_note	functional_status	functional_source_urls	functional_outcomes	functional_limits	target_cell_context	novelty_notes	interpretation	best_relation	best_metabolite	best_n	best_rho	best_ci_lower	best_ci_upper	best_p	best_q	best_max_raw_missing_rate	best_sensitivity_n	best_sensitivity_rho	best_sensitivity_q	current_decision	er_adjusted_significant_relations	followup_status	er_available_n_evaluable	er_available_n_q_lt_005	er_available_best_relation_id	er_available_best_n	er_available_best_partial_rank_rho	er_available_best_q_value	patient_followup_category
HPD	4-hydroxyphenylpyruvate(升高)	1	1	0	61	47	-0.5814350885296163	-1.1020281959797964	-0.1952280011986464	3.388932772188464e-05	0.0001965581007869	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	6	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C01179|HPD	4-hydroxyphenylpyruvate	61.0	-0.1170469365264915	-0.3711983452675781	0.1533367032155779	0.3627	0.54705	0.765957446808511	38.0	0.0303096618886092	0.9179150943396226	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C01179|HPD	38.0	0.051307211674657585	0.8704235294117647	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
HPRT1	guanine(升高); hypoxanthine(升高)	2	2	0	61	47	0.7880475155917471	0.3993404087333564	1.240372047027959	4.3165079697934434e-05	0.0002275976929527	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00242|HPRT1	guanine	61.0	0.3405605499735589	0.0960248267289798	0.5437368171608491	0.0064	0.0693	0.0851063829787234	60.0	0.3588218949708253	0.074976923076923	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00242|HPRT1	60.0	0.3474741612049995	0.10917692307692309	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
IDNK	gluconate(升高); 6-phosphogluconate(升高)	2	2	0	61	47	-0.648027376727333	-1.0829882991465822	-0.285971769940357	0.0005573017270893	0.0019590000103748	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00257|IDNK	gluconate	61.0	0.1018582873121438	-0.1339352046075993	0.3143737673242848	0.444	0.6172682926829269	0.48936170212766	54.0	0.1079092814941871	0.617036974789916	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00257|IDNK	54.0	0.10044486435354463	0.7008126050420168	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
IMPA1	inositol 1-phosphate (I1P)(升高)	1	1	0	61	47	-0.130598788343136	-0.4906335653782877	0.2378256456564214	0.5152672298818581	0.5803009579251994	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C04006|IMPA1	inositol 1-phosphate (I1P)	61.0	0.1373181745990415	-0.1056185061939544	0.3849831677816142	0.2976	0.4955679611650485	0.425531914893617	56.0	0.1660287081339713	0.4360499999999999	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C04006|IMPA1	56.0	0.16991276825341142	0.49527439024390246	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
IMPA2	inositol 1-phosphate (I1P)(升高)	1	1	0	61	47	0.0876673026061752	-0.2865691325424692	0.4218777665409161	0.3623368362881897	0.4471390745684043	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C04006|IMPA2	inositol 1-phosphate (I1P)	61.0	0.1342502030556114	-0.1109174941418512	0.3788604868457926	0.3021	0.4967221153846153	0.425531914893617	56.0	0.1969924812030075	0.3682356164383562	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C04006|IMPA2	56.0	0.10648188720101036	0.6912637168141592	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
KHK	fructose(升高)	1	1	0	61	47	0.0195040359684603	-0.367437158961602	0.3596921756549095	0.2754370988739865	0.3630761757884367	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00095|KHK	fructose	61.0	0.1642886108850452	-0.1012678873975735	0.4017292060364244	0.2003	0.3892193181818182	0.638297872340426	45.0	0.1911725955204216	0.4332	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00095|KHK	45.0	0.18519592737095603	0.49527439024390246	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
KMO	kynurenine(升高)	1	1	0	61	47	1.0526826501218145	0.7262686121256211	1.44578693558289	4.705380371543901e-07	4.962037482719023e-06	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	4	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://pmc.ncbi.nlm.nih.gov/articles/PMC7191260/	Reduced tumour growth and stemness-related phenotypes in reported models	Enzyme-impaired KMO mutants retained migration/invasion-promoting activity. Genetic depletion cannot be equated to catalytic inhibition or kynurenine-mediated action.	cancer cell	Published beta-catenin-related mechanism; catalytic and noncatalytic roles must be separated.	candidate comparison only; not a validated therapeutic target	KEGG:C00328|KMO	kynurenine	61.0	0.2776308831306187	0.0301994365951945	0.4899862371966228	0.0291	0.1406	0.0851063829787234	61.0	0.2776308831306187	0.184359375	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00328|KMO	61.0	0.21322209596159544	0.3398625	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
KYNU	kynurenine(升高)	1	1	1	61	47	0.6179632001223896	0.2545557577346132	1.011138857830194	0.0008565343173812	0.002838799451892	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	3	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://pubmed.ncbi.nlm.nih.gov/31332944/	Reduced proliferation, colony formation and xenograft growth in the reported study	Direction supports a possible restoration/activation hypothesis, not automatic KYNU inhibition. CAMP RNA upregulation and positive kynurenine correlation do not determine intervention direction.	cancer cell	Published tumour-suppressive phenotype; model and subtype differences require review.	candidate comparison only; not a validated therapeutic target	KEGG:C00328|KYNU	kynurenine	61.0	0.4232681121099946	0.1982629323788618	0.6051052284514771	0.0007	0.01995	0.0851063829787234	61.0	0.4232681121099946	0.0268714285714285	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00328|KYNU	61.0	0.3465345438492198	0.10917692307692309	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
LDHA	lactate(升高)	1	1	0	61	47	-0.0994028868534228	-0.4606834276519219	0.3066432538730749	0.8671245016486676	0.8873008539408506	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	100	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00186|LDHA	lactate	61.0	0.1252776308831306	-0.1282029083161373	0.364586255259467	0.3256	0.5252603773584905	0.0	61.0	0.1252776308831306	0.571311	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00186|LDHA	61.0	0.09707347435113085	0.6912637168141592	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
LDHB	lactate(升高)	1	1	0	61	47	-0.6614543935221078	-1.1129984466326992	-0.2843577308968884	0.0001384072679546	0.0006422097233096	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	13	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00186|LDHB	lactate	61.0	-0.1190904283447911	-0.3666058431277755	0.1345142214711332	0.3638	0.54705	0.0	61.0	-0.1190904283447911	0.5853461538461538	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00186|LDHB	61.0	-0.1875700949420569	0.43498125000000004	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
MAT1A	methionine(降低)	1	1	0	61	47	0.5978076469281155	0.2324496311645431	0.9727737526851922	0.0072923551072698	0.0165865331851627	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00073|MAT1A	methionine	61.0	-0.0611324845701834	-0.3317381259964261	0.2055700804427667	0.6332	0.7798821428571429	0.0	61.0	-0.0611324845701834	0.7705914893617021	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00073|MAT1A	61.0	-0.08524301881309108	0.7211677685950413	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
MAT2A	methionine(降低)	1	1	0	61	47	0.0532758946150599	-0.3369284219606777	0.4549806165515055	0.8622514948304398	0.8873008539408506	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	7	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00073|MAT2A	methionine	61.0	-0.1406681738379654	-0.3858559609124868	0.1100298825750823	0.2761	0.4857795918367346	0.0	61.0	-0.1406681738379654	0.5116989130434783	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00073|MAT2A	61.0	-0.17554860774140843	0.4508181818181818	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
MDH1	malate(升高)	1	1	0	61	47	-0.7114815631889759	-1.1165649510186932	-0.3605469375158115	0.0114625708208169	0.0241756039129956	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00149|MDH1	malate	61.0	0.236118455843469	0.005532929407403	0.4463733994185965	0.0656	0.2100857142857142	0.0851063829787234	61.0	0.236118455843469	0.23191875	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00149|MDH1	61.0	0.11688876603450786	0.6065470588235294	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
MDH2	malate(升高)	1	1	0	61	47	0.3348994481365112	-0.0287618791311524	0.6837288232548602	0.2440239317896803	0.3330208951482695	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	3	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00149|MDH2	malate	61.0	0.2641459545214172	0.0264675304442535	0.4834640047079482	0.0389	0.1622414634146341	0.0851063829787234	61.0	0.2641459545214172	0.19285	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00149|MDH2	61.0	0.1884641169872589	0.43498125000000004	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
MGAM	maltose(升高); maltotriose(升高)	2	2	0	61	47	-0.0330694288818923	-0.4246431260660921	0.3179592540188513	0.3462412653331802	0.4405773351187231	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C01835|MGAM	maltotriose	61.0	-0.0680885088965956	-0.3240386097795801	0.1865238310361165	0.6041	0.7550211678832117	0.702127659574468	42.0	-0.2402560570456202	0.3147954545454545	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C01835|MGAM	42.0	-0.28594228899143187	0.33799787234042555	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
MPI	mannose 6-phosphate(升高); fructose-6-phosphate(升高)	2	2	0	61	47	-0.4360705072592979	-0.8291368855839116	-0.0750973355743966	0.0215054004528913	0.0422818042802609	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	5	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C05345|MPI	fructose-6-phosphate	61.0	-0.1766421721516907	-0.4466228093428062	0.0982562187777122	0.1795	0.3743231707317073	0.468085106382979	53.0	-0.1939203354297693	0.3682356164383562	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00275|MPI	51.0	-0.2787250280009147	0.2918032258064516	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
NAGK	N-acetylglucosamine(升高); N-acetylglucosamine 6-phosphate(升高)	2	2	0	61	47	1.1295964090498207	0.7454116178243078	1.596184306123571	1.3849608284412654e-07	1.606554560991868e-06	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00357|NAGK	N-acetylglucosamine 6-phosphate	61.0	0.3016697735558923	0.031664902688165	0.5387896961856466	0.0191	0.1126241379310344	0.446808510638298	60.0	0.2727424284523479	0.19285	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00357|NAGK	60.0	0.21265119251601722	0.3632877551020408	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
NAMPT	nicotinamide(升高)	1	1	0	61	47	-0.5278188944036498	-0.9544700353920714	-0.1443942498769513	0.0057141712221411	0.0135274257503749	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	51	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00153|NAMPT	nicotinamide	61.0	-0.0612935639970781	-0.3202160527163417	0.2023939424271595	0.6385	0.7798821428571429	0.0851063829787234	58.0	-0.0023070534313574	0.9869	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00153|NAMPT	58.0	-0.05197535906064701	0.83469375	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
NNMT	S-adenosylhomocysteine (SAH)(升高); nicotinamide(升高); 1-methylnicotinamide(升高)	3	3	1	61	47	-0.6007706594196949	-1.0185402716385925	-0.2417473444175709	0.0023454300621382	0.0063272066792565	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	9	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	PRIMARY_STUDY_SUPPORT_FIRST_PASS	https://pubmed.ncbi.nlm.nih.gov/24558488/;https://pubmed.ncbi.nlm.nih.gov/38126621/	Reduced growth, increased apoptosis and reduced tumour formation in reported knockdown models | Reported NNMT/1-MNA effects on p27 degradation and cell-cycle progression	Model-specific expression; does not establish a safe clinical inhibition strategy. | This is published mechanistic evidence, not a new CAMP-derived demonstration. CAMP associations do not independently reproduce the perturbation mechanism.	cancer cell	Breast cancer NNMT function has been studied since at least 2014. | Explicit NNMT/1-MNA mechanism already published; do not claim a novel link.	candidate comparison only; not a validated therapeutic target	KEGG:C02918|NNMT	1-methylnicotinamide	61.0	0.3799048122686408	0.1483786001648752	0.5842066403172665	0.002	0.0418	0.127659574468085	61.0	0.3799048122686408	0.0418	REVIEW_FUNCTION_SUPPORTED_CONTEXT; patient RNA is supportive, not mandatory	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	3	0	KEGG:C02918|NNMT	61.0	0.3844277473038987	0.053437500000000006	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
NPL	N-acetylneuraminate(升高)	1	1	0	61	47	0.7720279359990515	0.4315890629436928	1.1532341642677493	3.7750253937882125e-05	0.0002085252122283	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00270|NPL	N-acetylneuraminate	61.0	-0.0094658910629296	-0.2924262502973255	0.2699816938895075	0.9417	0.9540585798816568	0.0638297872340425	61.0	-0.0094658910629296	0.9744976331360948	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00270|NPL	61.0	-0.1473478110729628	0.5098909090909092	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
OAT	glutamate(升高); ornithine(降低)	2	2	0	61	47	0.3486412209928838	-0.0241333391227132	0.7447246217506	0.1353285340000163	0.2038715577143103	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	35	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00025|OAT	glutamate	61.0	-0.1125330512956107	-0.3567097443502939	0.1480377410892667	0.3862	0.5552470588235294	0.0	61.0	-0.1125330512956107	0.5884758620689655	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00025|OAT	61.0	-0.11491356732846962	0.6258280373831776	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
ODC1	ornithine(降低); putrescine(升高)	2	2	0	61	47	-0.1595475460708579	-0.5339379474233595	0.1712522535232193	0.0300932943545894	0.0563035829860059	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00077|ODC1	ornithine	61.0	0.2122157588577471	-0.0363557476906895	0.4441657197240242	0.1001	0.2554791044776119	0.0	61.0	0.2122157588577471	0.277875	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00077|ODC1	61.0	0.19175393929011375	0.4201293103448276	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
OTC	ornithine(降低); citrulline(降低)	2	2	0	61	47	-0.0439239080736197	-0.4298231874639489	0.3341643582546744	0.7614018410014661	0.817801977371945	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	1	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00077|OTC	ornithine	61.0	0.1190904283447911	-0.1422302177379356	0.3645959867817376	0.3625	0.54705	0.0	61.0	0.1190904283447911	0.5884758620689655	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00077|OTC	61.0	0.11857243791118031	0.609457281553398	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PAH	phenylalanine(降低); tyrosine(降低)	2	2	0	61	47	0.4543768142889922	0.1642031642118306	0.7289805142839241	0.264673117268715	0.35289748969162	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	20	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00079|PAH	phenylalanine	61.0	0.0222104706504494	-0.2325674035421628	0.2864130920187056	0.8625	0.899314024390244	0.0	61.0	0.0222104706504494	0.923188888888889	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	2	0	KEGG:C00079|PAH	61.0	-0.07175490490457788	0.74385	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PANK1	pantothenate(升高)	1	1	0	61	47	0.4325961056102058	0.1388952060934595	0.7293566134590479	0.0563140951396484	0.0907282643916558	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00864|PANK1	pantothenate	61.0	0.252141723955579	-0.0130812055746373	0.4908567861650673	0.0515	0.1956999999999999	0.0	61.0	0.252141723955579	0.215209756097561	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00864|PANK1	61.0	0.3037178814047891	0.18105882352941177	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PANK2	pantothenate(升高)	1	1	0	61	47	0.6121357587757226	0.2522795473157256	1.0131324996591191	0.0038051444277198	0.0095955816003371	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00864|PANK2	pantothenate	61.0	-0.0508725542041247	-0.3045268217448489	0.2030026904576284	0.6973	0.8350300699300699	0.0	61.0	-0.0508725542041247	0.819375	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00864|PANK2	61.0	-0.03782081070417274	0.8704235294117647	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
PANK3	pantothenate(升高)	1	1	0	61	47	0.1776042822159007	-0.1879504530883521	0.5346123082190399	0.3924677701693776	0.4734557447218401	COMPUTED_EXPLORATORY_UNPAIRED	UNAVAILABLE_OFFICIAL_DOWNLOAD_HTTP403		NOT_ASSESSED	NOT_ASSESSED	SEARCH_COMPLETED	0	search leads only; symbol ambiguity, aliases and non-gene perturbations require review	NOT_MANUALLY_EVALUATED						candidate comparison only; not a validated therapeutic target	KEGG:C00864|PANK3	pantothenate	61.0	0.024960338445267	-0.2338486949567869	0.2967337040268706	0.8472	0.899314024390244	0.0	61.0	0.024960338445267	0.9179150943396226	RETAIN_IN_POOL; no significant RNA association is not functional exclusion	0	Patient robustness added; functional evidence remains previous version until DepMap accessible	1	0	KEGG:C00864|PANK3	61.0	0.0062066302390199005	0.9655464705882353	RETAIN_FULL_POOL_NOT_FUNCTIONALLY_EXCLUDED
