gene	cohort	source_status	reason	display_top	mechanical_top	top_n	top_detection	bootstrap
NPL	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.24645184685135066	1.0
NSD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.342897029450199	0.746
NSD2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2132012543758041	1.0
NSD3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.4378959672825522	0.582
NT5C	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5318345142719622	0.998
NT5C1A	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
NT5C1B	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
NT5C1B-RDH14	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
NT5C2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.24618780403340157	0.701
NT5C3A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.36414596103985103	0.949
NT5C3B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.311039096398079	0.635
NT5DC4	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Bcells	11	0.0018965560551634055	0.439
NT5E	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2694210847657456	0.998
NT5M	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.022720718459355072	0.894
NUDT16	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2450685460457926	0.917
NUDT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.2017149224320481	0.301
OAT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.5341249261693454	1.0
OGT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.35937446742660284	0.708
OPLAH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.16816012099944463	1.0
OXCT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.09517277191118262	0.527
OXCT2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
P4HA1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.4937464704184332	0.962
P4HA2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.49030171123856503	0.749
P4HA3	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.007301499492168864	0.73
PAH	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.007876411620571531	0.995
PANK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08525426292657699	0.966
PANK2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.22748793955245566	0.501
PANK3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.36970351002132423	0.997
PANX1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.18139256222774464	0.937
PANX2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.014622120735401275	0.911
PAOX	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Bcells	11	0.004895005493363205	0.678
PARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02427297254751887	0.999
PCK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3776809332539339	1.0
PCK2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.015436083582812688	0.997
PCYT1A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.06789279576599427	0.561
PCYT1B	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.0026928953399541636	0.7246666666666667
PEMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.15514094739901194	0.57
PFAS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.07965329845975008	0.992
PFKL	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5487487572303827	0.999
PFKM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.20679106096845964	0.788
PFKP	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10653182214472537	0.715
PGAM1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.15475123510607383	0.448
PGAM2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.0165642265006794	0.945
PGAM4	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PGD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.44825424225777194	1.0
PGK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.8370222634648234	1.0
PGK2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PGLS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6580345111473175	0.977
PGM2L1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.42585423553630675	0.999
PGM3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.07954175558842042	0.566
PGS1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Pericytes	5	0.008108108108108109	0.499
PHGDH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.2014561797677263	0.97
PKLR	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.009962376288337882	0.532
PKM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.7827574461600285	0.984
PLA2G15	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.17587014095822864	0.999
PLB1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.05204984729726642	1.0
PLOD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.30467743172173123	0.443
PLOD2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.5451028139581796	0.779
PLOD3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4302181425705521	0.96
PNMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.06168714536605839	0.999
PNP	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.569173677601357	0.989
PNPLA6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.267930078684049	0.834
PNPLA7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.05281613985096085	0.998
POMGNT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.08270124614154489	0.807
PPAT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1013441346143709	0.888
PRDM16	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.051432789695653305	0.531
PRDM2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.2909876959104821	1.0
PRDM6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.07672235733844311	0.997
PRDM7	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PRDM9	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PRDX6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.5838256637760576	0.803
PRMT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.6495522079149898	0.936
PRMT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.28879581258251785	0.49
PRMT3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.09962325273896956	0.769
PRMT5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08405054516830224	0.898
PRMT6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.08118319359702231	0.433
PRMT7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.13326733375229702	1.0
PRMT8	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PRMT9	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.39143733317981205	0.962
PRODH	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PSAT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.16920315585816662	1.0
PSPH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.028429848852116132	0.656
PTDSS1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2993426669642436	0.754
PTDSS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.14479860505666958	0.824
PYCR1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.20714578412126294	0.706
PYCR2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Endothelial	7	0.006154780775121318	0.35
PYCR3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08755323820640987	0.995
QARS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
QRSL1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.1455648180807325	1.0
QTRT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.18909035740831234	1.0
RAB10	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6266206288132531	1.0
RAB11A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.7512542963055733	1.0
RAB11B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.49887058290397107	0.746
RAB12	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2977029576065301	0.992
RAB13	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.8196112727853473	1.0
RAB14	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.6335442763750204	0.919
RAB15	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.12264958837308772	1.0
RAB17	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1057099779228395	1.0
RAB18	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.453102728618069	0.631
RAB1A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.10535534763953877	0.718
RAB1B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.47930057488871264	0.974
RAB20	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4534310229082695	1.0
RAB21	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.620831456601358	1.0
RAB22A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.39309185324303997	0.614
RAB23	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.3065079734152381	0.956
RAB24	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.02559575704736995	0.747
RAB25	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.4809765631108196	1.0
RAB26	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.07432970299475852	1.0
RAB29	Uhlitz	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.18377971572921414	0.485
RAB2A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.7296224934612032	0.684
RAB2B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.20815902649498863	0.717
RAB33B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.11353601205054753	0.546
RAB34	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.6322726577182194	0.967
RAB35	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2428502905256603	0.544
RAB36	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.022000171814727916	0.623
RAB37	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.17001582657290223	1.0
RAB38	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.05264000250479407	0.937
RAB39A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.04453680997671552	0.883
RAB39B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.04408480185782002	0.998
RAB3A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.04852484742807324	0.802
RAB3B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02462823371129716	0.842
RAB3C	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1980546426807728	1.0
RAB3D	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.16822145497148844	0.971
RAB4A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.31296155098771394	0.448
RAB4B	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
RAB5A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.303876041786007	0.9
RAB5B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.31514733332925055	0.398
RAB5C	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.033912449297177655	0.703
RAB6A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.49900147709260345	1.0
RAB6B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.09886515547805871	0.963
RAB7A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.7152898866780409	1.0
RAB8A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4460628885036633	0.999
RAB8B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.3304183477313584	0.907
RAB9A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.3058814325290279	0.737
RAB9B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.02162528544400725	0.467
RAN	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.7715384920160238	0.361
RGN	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.052591890574867316	0.879
RHOB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.8131653500513067	0.998
RIMKLA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.05048380762485333	1.0
RIMKLB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.11885259620068203	0.998
RNMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Bcells	Bcells	11	0.17104054736904023	0.959
RPE	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2536063257725766	0.92
RPEL1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0025062949217864723	0.729
RPIA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2715450295016962	0.77
RRM1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.1597265329845975	0.36
RRM2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.006418311419466578	0.94
RRM2B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2737855560686295	0.612
SAR1A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.5654668793778939	0.967
SAR1B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4647716300803885	0.763
SARS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.03097469543584397	0.583
SDHA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3434947233796685	0.945
SDHB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4549904932251694	0.977
SDHC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.39190426450505955	0.488
SDHD	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Endothelial	7	0.006703512022660959	0.363
SDS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.26687179998595956	1.0
SDSL	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.19064509337309338	0.634
SELENOI	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.17039379094149495	0.999
SETD1A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.11917293439301037	0.972
SETD1B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.17318134263295554	0.769
SETD2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5491412148112322	0.842
SETD7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.04566346992153444	0.479
SETDB1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08682542774459838	0.898
SETDB2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.22080493171801266	1.0
SETDB2-PHF11	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SETMAR	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.0736431269979657	0.581
SFXN1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1966714473900155	0.544
SFXN2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.04983013068384872	0.837
SFXN3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.32869401075493093	0.946
SFXN5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.03781911190439477	0.735
SHMT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10452375410496871	0.762
SHMT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.2893879686137751	0.696
SI	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.09455301823275415	1.0
SLC13A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02254869184574934	1.0
SLC13A3	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.00956636128294667	0.591
SLC13A5	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC14A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.0993932713175892	1.0
SLC14A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.01	0.641
SLC15A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02618161381822558	1.0
SLC15A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.0766069669117015	0.584
SLC15A3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5086577113234146	1.0
SLC15A4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.22619636655987777	0.914
SLC16A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2697899202681073	0.917
SLC16A10	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.35806784008697295	1.0
SLC16A6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.12401485860906096	1.0
SLC16A7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2269597983782868	0.577
SLC16A9	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.05011142113564685	0.991
SLC17A1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.00022810611726894675	0.9964444444444444
SLC17A2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC17A3	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.00042525541570494213	0.9733333333333328
SLC17A4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.11364302765988	1.0
SLC17A5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1845829852666696	0.744
SLC17A6	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC17A7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.023488834282857737	0.569
SLC17A8	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.00439126447745305	0.489
SLC18A1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.009182990401950848	0.992
SLC18A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.7425324523067504	1.0
SLC18A3	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC18B1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.21512808659681099	0.997
SLC1A1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08736625355630728	0.93
SLC1A2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.015605928509154316	0.515
SLC1A3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.23384631991181906	1.0
SLC1A4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.2648199241132203	0.992
SLC1A5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.34676010872424373	0.624
SLC1A6	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC1A7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.033325772116342293	0.674
SLC22A1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Pericytes	5	0.006702702702702704	0.519
SLC22A11	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0055094413779683835	0.999
SLC22A12	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC22A15	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.0492312222848296	0.971
SLC22A16	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.01054298186767004	0.999
SLC22A2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC22A24	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC22A3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10140817429176675	0.957
SLC22A4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.04237884531501373	0.604
SLC22A5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.11932246974302717	1.0
SLC22A7	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC22A8	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC23A1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0034184588603128987	0.447
