gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn	Lee__source_status	Lee__reason	Lee__display_top	Lee__mechanical_top	Lee__top_n	Lee__top_detection	Lee__bootstrap	Uhlitz__source_status	Uhlitz__reason	Uhlitz__display_top	Uhlitz__mechanical_top	Uhlitz__top_n	Uhlitz__top_detection	Uhlitz__bootstrap
ARG1	hsa:383	True	False	False	True	DONE	-0.5336184485968565	0.012952898902776025	0.020399825489081508	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.00022901306365450004	0.9000000000000014	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.0014029180695847362	0.6352222222222221
ARG2	hsa:384	True	False	False	True	DONE	0.6200198455977343	0.017566590163155957	0.02668670776998619	DONE	Epithelial cells	Mast	Epithelial	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18423987561846938	0.987	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.11359304920084749	0.999
ARL8B	hsa:55207	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.45519311578554306	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5888892075123601	1.0
ASH1L	hsa:55870	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Epithelial	Stromal	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.33089736250769114	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.6005524926209147	0.755
ASMT	hsa:438	True	False	False	True	DONE	0.46838643510149064	0.06453093665822482	0.086771363913801	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.0022471448454992006	0.94	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.0018149915408275593	0.491
ASMTL	hsa:8623	True	False	False	False	DONE	0.25965359934499704	0.02371835336132532	0.03530332942509405	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.19218983800850276	0.998	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.19671112701815804	0.401
ASNS	hsa:440	True	True	False	True	DONE	1.295009069615676	3.945467412523679e-07	1.7981555021678713e-06	DONE	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2641925048816086	1.0	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.2112584673159521	0.959
ASPA	hsa:443	True	False	False	True	DONE	-3.1755987307549964	8.366270272923583e-13	7.630356979195547e-11	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	ASPN/asporin不是ASPA；E40仅作为排除记录	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.013823726053387287	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.0855507120023249	0.821
ASRGL1	hsa:80150	True	False	False	True	DONE	-0.39489420901054534	0.02785847713691454	0.04052857549579375	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.19932385863197657	0.998	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.335828757545417	1.0
ATIC	hsa:471	True	False	False	True	DONE	1.1522517716324665	2.098760631104496e-12	9.826015681989232e-11	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4864756912813052	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2643081297468654	0.996
ATP13A2	hsa:23400	True	False	False	True	DONE	0.02435242684562061	0.8180843211659714	0.8392697717140942	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.28489992316016155	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.22841435875382862	0.566
B3GALNT2	hsa:148789	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18159887950286094	0.998	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.06567209305125236	0.494
B3GNT2	hsa:10678	True	False	False	True	DONE	-0.6510278702630061	3.4421293271831166e-07	1.582764824552951e-06	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.260271675292599	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.4934850334205173	0.984
B3GNT3	hsa:10331	True	False	False	True	DONE	-0.20754224517514372	0.43694766616683134	0.4839312861847702	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.40485458405448166	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.24396407613825943	1.0
B3GNT4	hsa:79369	True	False	False	True	DONE	-0.4482741769871872	0.06557184453686724	0.0877129868480172	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.01477476991078196	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.0021120176532954823	0.621
B4GALNT1	hsa:2583	True	False	False	True	DONE	-0.8421550917891379	5.177341592695968e-05	0.00014490928914339258	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.034659251389551886	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.05419035164196454	0.513
B4GALT1	hsa:2683	True	False	False	True	DONE	-0.4887825317776302	0.0013166467097487115	0.002724080759826024	DONE	Myeloids	Fibroblast	Myeloid	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.41939586260890016	0.998	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.12077308440859932	0.565
B4GALT2	hsa:8704	True	False	False	True	DONE	0.8089672001821243	9.64242358459577e-07	3.81988318928217e-06	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	不能把同文B3GNT2/ST6GALNAC2的迁移表型归给B4GALT2	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.16277461474488866	0.973	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.21271892550905935	0.653
B4GALT4	hsa:8702	True	False	False	True	DONE	-0.5565221143252728	5.331163029323985e-05	0.00014840805189739742	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2913410170149135	0.994	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1855473772259549	0.992
B4GALT5	hsa:9334	True	False	False	True	DONE	0.03931931259426354	0.7722692080188451	0.8067315256180634	DONE	Epithelial cells	Mast	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4687641309766514	0.977	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.41738943492697744	1.0
B4GALT6	hsa:9331	True	False	False	True	DONE	0.5360600778893889	0.002262997963304437	0.004381368237224756	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.04693872056194293	0.999	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.056206665804102184	0.619
BAAT	hsa:570	True	False	False	True	DONE	-0.125586340717673	0.6520667638303397	0.7025405509887551	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.015535190162591106	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0022903647210966243	0.621
BBOX1	hsa:8424	True	False	False	False	DONE	-0.8468047523270735	0.006626958197337393	0.011263641820556955	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.000782705426668275	0.629	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
BCAT1	hsa:586	True	True	False	True	DONE	-0.09657292767910743	0.7268505794261891	0.7686407564773868	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.27317277434005766	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.377758246387111	0.987
BCAT2	hsa:587	True	True	False	True	DONE	-0.28730967842853894	0.02849634548293381	0.04133976879918567	DONE	Epithelial cells	Pericytes	Epithelial	Epithelial	True	正常BCAA饮食下，单独sh-BCAT2与对照的肿瘤发展未见显著差异；作用依circRNA和营养背景，不能概括为单独抑制BCAT2普遍抑瘤。图中原始数值和全部生物重复未独立重分析。	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.26620563002231445	0.972	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.16869049694856147	0.716
BCKDHA	hsa:593	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.01613051723475498	0.998	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
BCKDHB	hsa:594	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22191453734232322	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14621156190228904	0.966
BDH1	hsa:622	True	False	False	False	DONE	-1.356335556253889	2.3338693797789343e-08	1.4308842030787512e-07	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.32037154994581285	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.21941478567030645	1.0
BDH2	hsa:56898	True	False	False	False	DONE	-1.305188903302543	5.635006320768455e-08	3.154378538256255e-07	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3136771832698627	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.20083378691011317	0.86
BEST1	hsa:7439	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.2351573248891743	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.06941430666025854	0.951
BEST2	hsa:54831	True	True	False	True	DONE	-2.437614357177436	2.273934740167428e-09	2.0190972261831473e-08	DONE	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0039910175520899965	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.05053177372036882	1.0
BHMT	hsa:635	True	False	False	False	DONE	-0.516743648335855	0.030872968832715585	0.0441654970801348	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	2.631994525451387e-05	0.7144000000000019	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0002611487624526217	0.9051249999999984
BHMT2	hsa:23743	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.022001645699126795	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.05638992876003194	1.0
BPGM	hsa:669	True	False	False	True	DONE	-0.025557291047212268	0.7340538023477222	0.7746087226046634	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	子集n=11，rho约0.209、P约0.540；其他癌种不作CRC验证	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.31107680946015404	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.24736079114032944	0.961
CAD	hsa:790	True	True	False	True	DONE	1.67477339430591	5.8784547152275965e-15	2.0393545792236828e-12	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.128734613349006	0.891	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10638237628694967	0.903
CAMKMT	hsa:79823	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.15973894363427016	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08886642742742645	0.999
CANT1	hsa:124583	True	False	False	True	DONE	-0.5848040613112141	0.003650347157410786	0.006738096007407006	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	数据库反应注释不等同IMP特异性，其他癌种证据不代替	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4448382661840124	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3421945720178292	1.0
CARM1	hsa:10498	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.33524569216708555	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.26095536173656586	0.975
CARNMT1	hsa:138199	True	False	False	True	DONE	0.5989398434463654	1.2786809564354316e-05	3.919766027168139e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.20103991922652426	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.18043535467715366	0.893
CARNS1	hsa:57571	True	True	False	True	DONE	-0.44691299389463335	0.04997763393079216	0.06918946632891924	DONE	暂不可定位	Fibroblast	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.007579773022823078	0.546	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.015537311046222269	0.936
CBS [hsa:102724560]	hsa:102724560	False	True	False	False	NEEDS_REVIEW	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
CBS [hsa:875]	hsa:875	False	True	False	False	NEEDS_REVIEW	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
CDA	hsa:978	True	False	False	True	DONE	-1.3199850796062171	6.568616560963396e-06	2.168485595446249e-05	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.23809462728788117	0.985	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.32272938540718743	0.995
CDADC1	hsa:81602	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Mast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.10131388610948105	0.893	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.08313604352951462	0.625
CDIPT	hsa:10423	True	False	False	False	DONE	-0.39879318066784364	0.0003433200860051158	0.00080735088718098	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.49431747549313504	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.20783750990930064	0.983
CDKAL1	hsa:54901	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.10798431000893173	0.962	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.11102582007947517	0.337
CEPT1	hsa:10390	True	False	False	True	DONE	0.2897900912032478	0.0004983602875386233	0.0011256822284315396	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.16136721718267946	0.565	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.14460597803408434	0.592
CHAC1	hsa:79094	True	False	False	True	DONE	0.6491004620276642	0.0020560163574095966	0.0040414061987249705	DONE	Epithelial cells	Plasma	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.10542725033719819	0.969	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.11813318116284913	0.91
CHAC2	hsa:494143	True	False	False	True	DONE	0.2071905908459913	0.06509115762677609	0.08729673483799398	DONE	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.1005714366221095	0.798	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.07041615067261059	0.61
CHAT	hsa:1103	True	False	False	True	DONE	-0.39861006372741625	0.0022558980221949717	0.004381368237224756	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.00016023769320409363	0.9662222222222215
CHPF	hsa:79586	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.40238700005073086	0.999	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.3559527238493582	0.986
CHPF2	hsa:54480	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.23786174450908876	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.22812375083912736	0.627
CHPT1	hsa:56994	True	False	False	True	DONE	-0.41555082497179674	0.0011219777954852477	0.002368108871618453	DONE	Epithelial cells	Mast	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.572478689109369	0.998	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.14080616024982365	0.511
CHSY1	hsa:22856	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.31492610353573697	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.5206178436501018	0.979
CHSY3	hsa:337876	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.05447761350927074	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.1711793083405987	0.999
CISD1	hsa:55847	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.5535488098001441	0.998	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.40877940489622133	0.923
CKB	hsa:1152	True	False	False	True	DONE	-2.9245234094647055	3.6549692937654436e-10	4.590998015339521e-09	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6218229226175075	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5698597874447519	1.0
CKM	hsa:1158	True	False	False	True	DONE	1.1340849001071318	0.004935080461465673	0.008664213042144814	DONE	Myeloids	暂不可定位	Myeloid	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.011190738627557201	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.007412300632019115	0.456
CKMT1A	hsa:548596	True	False	False	True	DONE	-0.9211692435938904	0.002882099100166704	0.005436926873940852	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.30424484579126326	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.16697590865253567	1.0
CKMT1B	hsa:1159	True	False	False	True	DONE	NA	NA	NA	NOT_EVALUABLE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3006388975564835	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.17049202642017305	1.0
CKMT2	hsa:1160	True	False	False	True	DONE	2.41530087744069	0.00048541079978693083	0.0011012623871818035	DONE	Epithelial cells	Fibroblast	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08508329497698919	0.996	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.033548157757793365	0.587
CLIC1	hsa:1192	True	False	False	False	DONE	0.30036180112933025	0.010754860655073509	0.01747240768884182	DONE	Epithelial cells	Mast	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.9121173199200889	1.0	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.9171360479188073	1.0
CLIC2	hsa:1193	True	False	False	False	DONE	-1.0186669184839725	3.747563406995707e-05	0.00010722195303348829	DONE	Stromal cells	Endothelial	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.19245082770638097	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5097073930793578	1.0
CMAS	hsa:55907	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5592307710454072	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.366982302694924	0.998
CMPK1	hsa:51727	True	False	False	True	DONE	-0.3144368434529515	0.0023433730863273374	0.004486383418061631	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.770678253986362	0.995	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5609121165303241	0.722
CMPK2	hsa:129607	True	False	True	True	DONE	-0.3645196602765946	0.1472983475767282	0.18279192530606028	DONE	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.07787774166519593	0.901	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.002751583709241739	0.413
CMTR1	hsa:23070	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.09075856906440848	0.62	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.05527134874901602	0.529
CMTR2	hsa:55783	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2034070065519188	0.999	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.1048469435961326	0.662
CNDP1	hsa:84735	True	True	False	True	DONE	-0.755422013160966	0.0058533239005065865	0.010048206029202972	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.007948878714775426	0.822	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Endothelial	7	0.002012072434607646	0.516
