gene	stable_gene_id	in_current_pool	history_only	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_background	GSE263733__source_status	GSE263733__reason	GSE263733__display_top	GSE263733__mechanical_top	GSE263733__top_n	GSE263733__top_detection	GSE263733__bootstrap	GSE278688__source_status	GSE278688__reason	GSE278688__display_top	GSE278688__mechanical_top	GSE278688__top_n	GSE278688__top_detection	GSE278688__bootstrap	GSE242230__source_status	GSE242230__reason	GSE242230__display_top	GSE242230__mechanical_top	GSE242230__top_n	GSE242230__top_detection	GSE242230__bootstrap
ALDH1A2	UniProtKB:O94788	False	True	-0.1760618103370654	0.1542528771240393	0.274582922349431	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.1912532048685836	0.881	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.0498705937938552	0.614	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2831440049206166	0.837
ALDH1A3	UniProtKB:P47895	False	True	0.4948894936924372	0.0129049193038857	0.0702742022750811	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.4275212269121402	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.137091057031874	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.1830475081531025	0.979
ALDH1B1	UniProtKB:P30837	False	True	0.2483082930150283	0.1860802802744572	0.3058560928649125	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2272282384522538	0.998	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.1092819002777039	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.1758299010504219	0.876
ALDH2	UniProtKB:P05091	False	True	0.0677859224821791	0.7333420313279366	0.8150355736779399	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.6709493169319306	0.967	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.4388030884354436	0.839	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.4610958772003554	0.838
ALDH3A1	UniProtKB:P30838	False	True	0.0498159499989554	0.8052068269627489	0.8789662309593366	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1203757422325198	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0440071563005394	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0718151813404419	1.0
ALDH3A2	UniProtKB:P51648	True	False	-0.2944254921933554	0.175684154282539	0.2794761790117282	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5042463056812192	0.974	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.2289551429109464	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.679467371015347	0.962
ALDH3B1	UniProtKB:P43353	False	True	0.1058965923156111	0.2918564194425754	0.4201557179223653	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5310582501790602	0.997	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.1828980835206508	0.847	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.2707353512740617	0.345
ALDH4A1	UniProtKB:P30038	False	True	-0.3406104152791746	0.0785951087680427	0.1756109461535955	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.0527053133149256	0.48	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0281519734766015	0.63	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0847636011054302	0.884
ALDH5A1	UniProtKB:P51649	False	True	-0.2144863821513437	0.0245255018207681	0.0907020713888754	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1915861877941515	0.901	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.061936956794026	0.998	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.130308350098455	0.736
ALDH6A1	UniProtKB:Q02252	False	True	-0.58538804286505	0.0121671003317872	0.0702742022750811	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2736274938785529	0.49	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.145569120634897	0.982	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.275864952139315	0.951
ALDH7A1	UniProtKB:P49419	False	True	0.1200584052886228	0.4462020408904653	0.5630019868882636	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.3597401772966155	0.76	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1768217180171879	0.669	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.3736428794149933	0.957
ALDH8A1	UniProtKB:Q9H2A2	False	True	-0.2056326243115409	0.0007357372217085	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.0410603074767888	0.91	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
ALDH9A1	UniProtKB:P49189	True	False	-0.0218730597937726	0.8799653917769635	0.9056310490371248	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.4964022645521022	0.782	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.2985636139632126	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.4654420119000328	0.93
ALKBH1	UniProtKB:Q13686	False	True	-0.0854814968024682	0.4212837218631823	0.5474849290253968	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.0980276547238942	0.512	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.0451704557391932	0.543	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.047591380922545	0.372
ALKBH2	UniProtKB:Q6NS38	False	True	-0.1681023806892918	0.0177524522548239	0.078480498656429	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2740336025482277	0.912	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.1521718415094542	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.1789956057178822	0.898
ALKBH3	UniProtKB:Q96Q83	False	True	-0.1735324105396998	0.0057622743744937	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Acinar	Acinar	4	0.1638213377703575	0.515	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1312468217008335	0.785	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2730798596428281	0.964
ALKBH4	UniProtKB:Q9NXW9	False	True	-0.3344436848072583	0.006408421825022	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2827898749452075	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0997884261537327	0.963	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.1032146160962072	0.478
ALKBH5	UniProtKB:Q6P6C2	False	True	-0.0058987795417635	0.9496313852368335	0.9699806292061944	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	20	0.285931639157007	0.73	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.2127074336391625	0.997	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.325160710243169	0.643
ALKBH7	UniProtKB:Q9BT30	False	True	-0.3727402352180856	0.0044902100171336	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.6629708689652486	0.908	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.504717565668219	0.77	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.7512201698296151	0.925
ALKBH8	UniProtKB:Q96BT7	False	True	0.3079952166770427	0.0235118959377906	0.088478976818528	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.1112999316550724	0.467	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0559511652946118	0.957	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0509661835748792	0.309
ANTKMT	UniProtKB:Q9BQD7	False	True	-0.5014324019563537	0.0010433937449426	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.6573996367916225	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.2771627242735562	0.996	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.5437778973760983	0.953
AOC1	UniProtKB:P19801	True	False	0.3632767205440437	0.0419181360611833	0.1232592810370511	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3483272117974373	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1451142192975242	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.2489666318372871	1.0
AQP1	UniProtKB:P29972	False	True	-0.7380956206939738	0.0487104698254425	0.1393119437007656	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.7264444556296978	0.8	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.8047978270777716	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.8232346592661116	0.587
AQP10	UniProtKB:Q96PS8	True	False	-0.1896684315593882	0.2238854042412205	0.3315055512272763	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.0169556911766436	1.0	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
AQP11	UniProtKB:Q8NBQ7	True	False	-0.1525422388777517	0.1259977486085355	0.2288341463699138	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0886880236643385	0.967	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0141258178256302	0.873	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0776793761239038	0.782
AQP2	UniProtKB:P41181	False	True	-0.2979666793881947	0.0557805086861602	0.1468890455310611	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
AQP3	UniProtKB:Q92482	True	False	-0.1978269982576773	0.6064690129758231	0.6778183086200377	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.356819942917574	0.496	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.2886551138306172	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.5538831545765578	0.878
AQP7	UniProtKB:O14520	True	False	-0.2753840794656174	0.1175935826383304	0.2217222512341039	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.0996905679552078	0.784	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.070914826295379	0.991	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0635342789598108	0.379
AQP7B	UniProtKB:A0A075B734	False	True	NA	NA	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
AQP9	UniProtKB:O43315	True	False	-0.0020288936496473	0.9957820387304002	0.9957820387304002	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.5101004394000218	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.1914678960379871	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.2019635691850084	1.0
ARG1	UniProtKB:P05089	True	False	-0.0756222041332972	0.3241351007745137	0.4271461691976659	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Erythrocyte	Erythrocyte	3	0.0200298953662182	0.456
ARG2	UniProtKB:P78540	True	False	-0.1904848466047181	0.1126497235134107	0.2173787633422847	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1772163343275131	0.969	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.1197909976527324	0.804	DONE	Descriptive donor-equal ranking;not differential expression	Erythrocyte	Erythrocyte	3	0.088490284005979	0.46
AS3MT	UniProtKB:Q9HBK9	False	True	-0.75605159517336	0.0326022824305951	0.1107105641920391	11	NOMINAL_EXPLORATORY	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0433443786282696	0.971	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.0235411778652858	0.777
ASAH1	UniProtKB:Q13510	True	False	0.2735656300661525	0.1372745508104404	0.2404738585119063	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.8705787803324263	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.7302489022978962	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.6531773641828986	0.999
ASAH2	UniProtKB:Q9NR71	True	False	NA	NA	NA	0	NOT_EVALUABLE	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0326388886516629	1.0	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
ASH1L	UniProtKB:Q9NR48	False	True	0.3502709578211216	0.0531095705888183	0.1461765263654361	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7772446720773508	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.4882274424544972	0.822	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.5864011370383184	0.655
ASMT	UniProtKB:P46597	True	False	-0.25107583650199	0.03522995565479	0.1130103772303005	11	NOMINAL_EXPLORATORY	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
ASNS	UniProtKB:P08243	False	True	-0.6678668345717352	0.0293097688594063	0.1022267548023196	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.2285991621029782	0.749	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0372497729760604	0.838	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.1226463437928374	0.896
ASPG	UniProtKB:Q86U10	False	True	-0.4443147668865236	0.0057433216524563	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0272553260652127	0.983	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.019362885611292	0.936	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0214370146194171	0.997
ASPH	UniProtKB:Q12797	False	True	1.088873066891071	0.0024612764746908	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.8317051981754413	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.5652517428832347	0.777	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.5319148471985603	0.946
