cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	RTN4IP1	UniProtKB:Q8WWV3	GSE278688	GSE242230	B/Plasma	B/Plasma	5	True	B/Plasma	B/Plasma	True	0.999	0.831	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SAMHD1	UniProtKB:Q9Y3Z3	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SAMHD1	UniProtKB:Q9Y3Z3	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SAMHD1	UniProtKB:Q9Y3Z3	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SARM1	UniProtKB:Q6SZW1	GSE263733	GSE278688	Acinar	Fibroblast/CAF	6	False	Endothelial	Fibroblast/CAF	False	0.563	0.919	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SARM1	UniProtKB:Q6SZW1	GSE263733	GSE242230	Acinar	Normal epithelial (author)	5	False	Endothelial	T/NK	False	0.563	0.924	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SARM1	UniProtKB:Q6SZW1	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.919	0.924	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDR16C5	UniProtKB:Q8N3Y7	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDR16C5	UniProtKB:Q8N3Y7	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	B/Plasma	Endothelial	False	1.0	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDR16C5	UniProtKB:Q8N3Y7	GSE278688	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	B/Plasma	Endothelial	False	1.0	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDR9C7	UniProtKB:Q8NEX9	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDR9C7	UniProtKB:Q8NEX9	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDR9C7	UniProtKB:Q8NEX9	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDS	UniProtKB:P20132	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDS	UniProtKB:P20132	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDS	UniProtKB:P20132	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDSL	UniProtKB:Q96GA7	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.993	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDSL	UniProtKB:Q96GA7	GSE263733	GSE242230	Myeloid	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	0.993	0.655	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SDSL	UniProtKB:Q96GA7	GSE278688	GSE242230	Myeloid	Normal epithelial (author)	5	False	Myeloid	Myeloid	True	1.0	0.655	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD1A	UniProtKB:O15047	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	0.9	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD1A	UniProtKB:O15047	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.9	0.816	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD1A	UniProtKB:O15047	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Fibroblast/CAF	False	1.0	0.816	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD1B	UniProtKB:Q9UPS6	GSE263733	GSE278688	T/NK	T/NK	6	True	T/NK	T/NK	True	1.0	0.852	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD1B	UniProtKB:Q9UPS6	GSE263733	GSE242230	T/NK	Normal epithelial (author)	5	False	T/NK	T/NK	True	1.0	0.607	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD1B	UniProtKB:Q9UPS6	GSE278688	GSE242230	T/NK	Normal epithelial (author)	5	False	T/NK	T/NK	True	0.852	0.607	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD2	UniProtKB:Q9BYW2	GSE263733	GSE278688	Endothelial	T/NK	6	False	Endothelial	T/NK	False	0.436	0.466	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD2	UniProtKB:Q9BYW2	GSE263733	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.436	0.383	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD2	UniProtKB:Q9BYW2	GSE278688	GSE242230	T/NK	Endothelial	5	False	T/NK	Endothelial	False	0.466	0.383	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD3	UniProtKB:Q86TU7	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	0.544	0.978	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD3	UniProtKB:Q86TU7	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	Myeloid	False	0.544	0.533	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD3	UniProtKB:Q86TU7	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Myeloid	False	0.978	0.533	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD4	UniProtKB:Q9NVD3	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	0.925	0.622	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD4	UniProtKB:Q9NVD3	GSE263733	GSE242230	Ductal (unresolved)	Endothelial	5	False	Endothelial	Endothelial	True	0.925	0.363	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD4	UniProtKB:Q9NVD3	GSE278688	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.622	0.363	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD5	UniProtKB:Q9C0A6	GSE263733	GSE278688	Ductal (unresolved)	Endothelial	6	False	Ductal (unresolved)	Endothelial	False	0.755	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD5	UniProtKB:Q9C0A6	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.755	0.602	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD5	UniProtKB:Q9C0A6	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	1.0	0.602	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD6	UniProtKB:Q8TBK2	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.932	0.746	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD6	UniProtKB:Q8TBK2	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.932	0.92	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD6	UniProtKB:Q8TBK2	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	T/NK	False	0.746	0.92	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD7	UniProtKB:Q8WTS6	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.988	0.783	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD7	UniProtKB:Q8WTS6	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.988	0.955	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETD7	UniProtKB:Q8WTS6	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.783	0.955	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETDB1	UniProtKB:Q15047	GSE263733	GSE278688	Ductal (unresolved)	B/Plasma	6	False	Ductal (unresolved)	B/Plasma	False	0.784	0.804	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETDB1	UniProtKB:Q15047	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	Myeloid	False	0.784	0.589	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETDB1	UniProtKB:Q15047	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	Myeloid	False	0.804	0.589	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETDB2	UniProtKB:Q96T68	GSE263733	GSE278688	Myeloid	B/Plasma	6	False	Myeloid	B/Plasma	False	0.85	0.548	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETDB2	UniProtKB:Q96T68	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	0.85	0.836	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETDB2	UniProtKB:Q96T68	GSE278688	GSE242230	B/Plasma	Myeloid	5	False	B/Plasma	Myeloid	False	0.548	0.836	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETMAR	UniProtKB:Q53H47	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.995	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETMAR	UniProtKB:Q53H47	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.995	0.905	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SETMAR	UniProtKB:Q53H47	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.905	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT1	UniProtKB:Q96EB6	GSE263733	GSE278688	Myeloid	B/Plasma	6	False	Myeloid	B/Plasma	False	0.429	0.886	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT1	UniProtKB:Q96EB6	GSE263733	GSE242230	Myeloid	Endothelial	5	False	Myeloid	Endothelial	False	0.429	0.538	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT1	UniProtKB:Q96EB6	GSE278688	GSE242230	B/Plasma	Endothelial	5	False	B/Plasma	Endothelial	False	0.886	0.538	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT2	UniProtKB:Q8IXJ6	GSE263733	GSE278688	T/NK	T/NK	6	True	T/NK	T/NK	True	0.682	0.916	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT2	UniProtKB:Q8IXJ6	GSE263733	GSE242230	T/NK	Myeloid	5	False	T/NK	Myeloid	False	0.682	0.358	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT2	UniProtKB:Q8IXJ6	GSE278688	GSE242230	T/NK	Myeloid	5	False	T/NK	Myeloid	False	0.916	0.358	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT3	UniProtKB:Q9NTG7	GSE263733	GSE278688	Endothelial	Ductal (unresolved)	6	False	Endothelial	Ductal (unresolved)	False	0.504	0.595	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT3	UniProtKB:Q9NTG7	GSE263733	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Fibroblast/CAF	False	0.504	0.907	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT3	UniProtKB:Q9NTG7	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	Fibroblast/CAF	False	0.595	0.907	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT4	UniProtKB:Q9Y6E7	GSE263733	GSE278688	Fibroblast/CAF	Ductal (unresolved)	6	False	Fibroblast/CAF	Ductal (unresolved)	False	0.459	0.922	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT4	UniProtKB:Q9Y6E7	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.459	0.938	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	SIRT4	UniProtKB:Q9Y6E7	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	B/Plasma	T/NK	False	0.922	0.938	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
